Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Sous,Leur Valeur (sub-total 1),Sous,Leur Valeur (sub-total 2),Sous,Leur Valeur (sub-total 3),Sous,Total,Sous,
Fatima zahra,,1757,83,Laine ; de Perse,Flandre,,250,,,,,,,,17 328 832,5,
Fatima zahra,,1757,83,Laine ; de Bologne,Espagne,,55 080,,630 596,,,,,,17 328 832,5,
Fatima zahra,,1757,83,Laine ; de Bologne,Hollande,,44 280,,630 596,,,,,,17 328 832,5,
Fatima zahra,,1757,83,Laine ; de Bologne,Nord,,531 236,,630 596,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; de Portugal,Portugal,,22 581,,,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; en Renne,Nord,,100 263,,,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; de segouie,Espagne,,116 160,,,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; de smirne,Hollande,,10 450,,,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; en suin,Allemagne,,7 018,,,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; surge,Espagne,,627 761,,5 632 768,15,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; surge,Hollande,,157 763,15,5 632 768,15,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; surge,Italie,,102 806,,5 632 768,15,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; surge,Levant,,4 740 204,,5 632 768,15,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ; surge,Savoye,,4 234,,5 632 768,15,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ;de nigagne,Espagne,,82 840,,113 000,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ;de nigagne,Hollande,,2 535,,113 000,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Laine ;de nigagne,Portugal,,27 625,,113 000,,,,,,17 328 832,5,
Fatima zahra,,1757,84,Lames d'épée,Allemagne,,1 550,,,,,,,,7 160,,
Fatima zahra,,1757,84,Lames d'épée,Angleterre,,100,,,,,,,,7 160,,
Fatima zahra,,1757,84,Lames d'épée,Flandre,,250,,,,,,,,7 160,,
Fatima zahra,,1757,84,Lames d'épée,Hollande,,5 260,,,,,,,,7 160,,
Fatima zahra,,1757,84,Lampes,Hollande,,3,15,,,,,,,603,15,
Fatima zahra,,1757,84,Lampes,Italie,,600,,,,,,,,603,15,
Fatima zahra,,1757,84,Langues ; de Moruc,Danemark,,12,,,,,,,,795,,
Fatima zahra,,1757,84,Langues ; salée,Angleterre,,783,,,,,,,,795,,
Fatima zahra,,1757,85,Lard,Allemagne,,13,9,,,,,,,7 362,19,
Fatima zahra,,1757,85,Lard,Angleterre,,2 290,,,,,,,,7 362,19,
Fatima zahra,,1757,85,Lard,Espagne,,6,10,,,,,,,7 362,19,
Fatima zahra,,1757,85,Lard,Savoye,,5 053,,,,,,,,7 362,19,
Fatima zahra,,1757,85,Lanets ; de fil,Savoye,,185,,,,,,,,195,,
Fatima zahra,,1757,85,Lanets ; de laine,Allemagne,,10,,,,,,,,195,,
Fatima zahra,,1757,85,Lattes,Allemagne,,4 392,14,,,,,,,,,
Fatima zahra,,1757,85,Légumes,Italie,,25 020,,,,,,,,26 334,,
Fatima zahra,,1757,85,Légumes,Levant,,1 314,,,,,,,,26 334,,
Fatima zahra,,1757,85,Leton ; en feuille,Allemagne,,2 720,,20 119,15,,,,,75 589,16,
Fatima zahra,,1757,85,Leton ; en feuille,Geneve,,20,,20 119,15,,,,,75 589,16,
Fatima zahra,,1757,85,Leton ; en feuille,Hollande,,429,15,20 119,15,,,,,75 589,16,
Fatima zahra,,1757,85,Leton ; en feuille,Savoye,,40,,20 119,15,,,,,75 589,16,
Fatima zahra,,1757,85,Leton ; en feuille,Suisse,,16 910,,20 119,15,,,,,75 589,16,
Fatima zahra,,1757,85,Leton ; gratté,Allemagne,,48 368,,53 539,5,,,,,75 589,16,
Fatima zahra,,1757,85,Leton ; gratté,Nord,,5 171,5,53 539,5,,,,,75 589,16,
Fatima zahra,,1757,85,Leton ; ouvré,Geneve,,294,,1 930,16,,,,,75 589,16,
Fatima zahra,,1757,85,Leton ; ouvré,Hollande,,1 636,16,1 930,16,,,,,75 589,16,
Fatima zahra,,1757,85,Librairie,Espagne,,1 500,,,,,,,,258 901,10,
Fatima zahra,,1757,85,Librairie,Geneve,,134 216,,,,,,,,258 901,10,
Fatima zahra,,1757,85,Librairie,Hollande,,71 500,,,,,,,,258 901,10,
Fatima zahra,,1757,85,Librairie,Italie,,42 920,,,,,,,,258 901,10,
Fatima zahra,,1757,85,Librairie,Nord,,400,,,,,,,,258 901,10,
Fatima zahra,,1757,85,Librairie,Portugal,,400,,,,,,,,258 901,10,
Fatima zahra,,1757,85,Librairie,Savoye,,7 928,,,,,,,,258 901,10,
Fatima zahra,,1757,85,Librairie,Suisse,,37,10,,,,,,,258 901,10,
Fatima zahra,,1757,86,Liege,Espagne,,64 472,14,,,,,,,69 803,19,
Fatima zahra,,1757,86,Liege,Italie,,195,,,,,,,,69 803,19,
Fatima zahra,,1757,86,Liege,Savoye,,5 136,5,,,,,,,69 803,19,
Fatima zahra,,1757,86,Liens de fil,Hollande,,1 270,,,,,,,,,,
Fatima zahra,,1757,86,Limes,Geneve,,261,10,,,,,,,163 061,6,
Fatima zahra,,1757,86,Limes,Hollande,,43 542,6,,,,,,,163 061,6,
Fatima zahra,,1757,86,Limes,Italie,,350,,,,,,,,163 061,6,
Fatima zahra,,1757,86,Limes,Levant,,540,,,,,,,,163 061,6,
Fatima zahra,,1757,86,Limes,Nord,,118 242,,,,,,,,163 061,6,
Fatima zahra,,1757,86,Limes,Savoye,,105,,,,,,,,163 061,6,
Fatima zahra,,1757,86,Limes,Suisse,,20,10,,,,,,,163 061,6,
Fatima zahra,,1757,86,Lin ; cru,Allemagne,,103,14,111 083,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; cru,Espagne,,5 130,,111 083,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; cru,Flandre,,8 562,7,111 083,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; cru,Hollande,,27 330,16,111 083,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; cru,Italie,,420,,111 083,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; cru,Levant,,7 578,,111 083,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; cru,Nord,,61 958,12,111 083,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; peigné,Allemagne,,3 121,17,112 413,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; peigné,Espagne,,6 430,,112 413,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; peigné,Flandre,,21 488,11,112 413,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; peigné,Hollande,,78 748,1,112 413,9,,,,,223 496,18,
Fatima zahra,,1757,86,Lin ; peigné,Nord,,2 625,,112 413,9,,,,,223 496,18,
Fatima zahra,,1757,86,Linge vieux,Allemagne,,26,10,,,,,,,1 236,10,
Fatima zahra,,1757,86,Linge vieux,Geneve,,360,,,,,,,,1 236,10,
Fatima zahra,,1757,86,Linge vieux,Savoye,,850,,,,,,,,1 236,10,
Fatima zahra,,1757,87,Lingerie,Allemagne,,2 370,10,,,,,,,2 444,6,
Fatima zahra,,1757,87,Lingerie,Flandre,,73,16,,,,,,,2 444,6,
Fatima zahra,,1757,87,Liqueurs,Allemagne,,11 631,,,,,,,,66 007,,
Fatima zahra,,1757,87,Liqueurs,Angleterre,,14,,,,,,,,66 007,,
Fatima zahra,,1757,87,Liqueurs,Geneve,,108,,,,,,,,66 007,,
Fatima zahra,,1757,87,Liqueurs,Hollande,,27,,,,,,,,66 007,,
Fatima zahra,,1757,87,Liqueurs,Isles,,24,,,,,,,,66 007,,
Fatima zahra,,1757,87,Liqueurs,Italie,,8 203,,,,,,,,66 007,,
Fatima zahra,,1757,87,Liqueurs,Nord,,48,,,,,,,,66 007,,
Fatima zahra,,1757,87,Liqueurs,Savoye,,45 952,,,,,,,,66 007,,
Fatima zahra,,1757,87,Lits ; de plumes,Allemagne,,2,,52,,,,,,52,,
Fatima zahra,,1757,87,Lits ; de plumes,Suisse,,50,,52,,,,,,52,,
Fatima zahra,,1757,87,Litarge,Hollande,,18 339,7,,,,,,,20 163,7,
Fatima zahra,,1757,87,Litarge,Italie,,864,,,,,,,,20 163,7,
Fatima zahra,,1757,87,Litarge,Nord,,960,,,,,,,,20 163,7,
Fatima zahra,,1757,87,Lizieres ; de velour,Italie,,40,,143,,,,,,143,,
Fatima zahra,,1757,87,Lizieres ; de velour,Savoye,,103,,143,,,,,,143,,
Fatima zahra,,1757,87,Lunettes,Italie,,3 960,,,,,,,,4 110,,
Fatima zahra,,1757,87,Lunettes,Suisse,,150,,,,,,,,4 110,,
Fatima zahra,,1757,87,Lustres,Italie,,1 425,,,,,,,,,,
Fatima zahra,,1757,87,Macis,Hollande,,5 620,,,,,,,,,,
Fatima zahra,,1757,87,Manches ; à lave plas,Hollande,,138,,,,,,,,187,19,
Fatima zahra,,1757,87,Manches ; de pioche,Danemark,,49,19,,,,,,,187,19,
Fatima zahra,,1757,88,Manchons,Flandre,,2 320,,,,,,,,,,
Fatima zahra,,1757,88,Mane,Italie,,364 776,,,,,,,,431 249,,
Fatima zahra,,1757,88,Mane,Levant,,21 012,,,,,,,,431 249,,
Fatima zahra,,1757,88,Mane,Savoye,,45 461,,,,,,,,431 249,,
Fatima zahra,,1757,88,Maniquelle,Hollande,,302,17,,,,,,,2 061,,
Fatima zahra,,1757,88,Maniquelle,Isles,,1 758,3,,,,,,,2 061,,
Fatima zahra,,1757,88,Maquets,Savoye,,1 665,,,,,,,,,,
Fatima zahra,,1757,88,Maquereaux,Danemark,,46 542,10,,,,,,,,,
Fatima zahra,,1757,88,Marbre ; brut,Angleterre,,186,,19 400,,,,,,105 366,,
Fatima zahra,,1757,88,Marbre ; brut,Espagne,,270,,19 400,,,,,,105 366,,
Fatima zahra,,1757,88,Marbre ; brut,Flandre,,89,,19 400,,,,,,105 366,,
Fatima zahra,,1757,88,Marbre ; brut,Italie,,18 510,,19 400,,,,,,105 366,,
Fatima zahra,,1757,88,Marbre ; brut,Suisse,,345,,19 400,,,,,,105 366,,
Fatima zahra,,1757,88,Marbre ; ouvré,Allemagne,,414,,85 966,,,,,,105 366,,
Fatima zahra,,1757,88,Marbre ; ouvré,Flandre,,2 390,,85 966,,,,,,105 366,,
Fatima zahra,,1757,88,Marbre ; ouvré,Hollande,,30,,85 966,,,,,,105 366,,
Fatima zahra,,1757,88,Marbre ; ouvré,Italie,,83 132,,85 966,,,,,,105 366,,
Fatima zahra,,1757,89,Marcassitte,Hollande,,3,,,,,,,,,,
Fatima zahra,,1757,89,Marchand melés,Allemagne,,51 578,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Angleterre,,648 770,15,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Danemark,,3 304,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Espagne,,18 912,8,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Flandre,,70 545,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Geneve,,18 708,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Hollande,,105 320,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Isles,,208,1,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Italie,,800,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Levant,,45,8,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Nord,,1 686,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Portugal,,136,10,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Russie,,9,18,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Savoye,,177,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,suede,,5 375,,,,,,,,925 688,,
Fatima zahra,,1757,89,Marchand melés,Suisse,,52,,,,,,,,925 688,,
Fatima zahra,,1757,89,Maregue,Espagne,,528,,,,,,,,,,
Fatima zahra,,1757,89,Masques,Italie,,150,,,,,,,,,,
Fatima zahra,,1757,89,Manicot,Hollande,,553,2,,,,,,,,,
Fatima zahra,,1757,89,Mastic,Hollande,,1,10,,,,,,,3 466,10,
Fatima zahra,,1757,89,Mastic,Levant,,3 465,,,,,,,,3 466,10,
Fatima zahra,,1757,89,Mats ; divers,Danemark,,105 000,,577 780,,,,,,635 249,,
Fatima zahra,,1757,89,Mats ; divers,Hollande,,152 030,,577 780,,,,,,635 249,,
Fatima zahra,,1757,89,Mats ; divers,Russie,,250 600,,577 780,,,,,,635 249,,
Fatima zahra,,1757,89,Mats ; divers,suede,,70 150,,577 780,,,,,,635 249,,
Fatima zahra,,1757,89,Mats ; petits,Danemark,,1 480,,4 400,,,,,,635 249,,
Fatima zahra,,1757,89,Mats ; petits,suede,,2 920,,4 400,,,,,,635 249,,
Fatima zahra,,1757,89,Mats ; matures,Danemark,,2 069,,53 069,,,,,,635 249,,
Fatima zahra,,1757,89,Mats ; matures,Hollande,,51 000,,53 069,,,,,,635 249,,
Fatima zahra,,1757,90,Matelats ; de laine,Allemagne,,120,,,,,,,,120,,
Fatima zahra,,1757,90,Meches,Espagne,,575,,,,,,,,1 547,,
Fatima zahra,,1757,90,Meches,Flandre,,756,,,,,,,,1 547,,
Fatima zahra,,1757,90,Meches,Hollande,,153,,,,,,,,1 547,,
Fatima zahra,,1757,90,Meches,Italie,,60,,,,,,,,1 547,,
Fatima zahra,,1757,90,Meches,Savoye,,3,,,,,,,,1 547,,
Fatima zahra,,1757,90,Medailles antiques,Geneve,,360,,,,,,,,,,
Fatima zahra,,1757,90,Mercerie,Allemagne,,646 524,10,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Espagne,,259 627,15,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Flandre,,589 447,10,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Geneve,,8 490,,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Hollande,,184 154,5,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Italie,,69 884,,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Levant,,1 050,,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Nord,,169 058,10,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Savoye,,8 214,,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mercerie,Suisse,,2 149,,,,,,,,1 938 599,10,
Fatima zahra,,1757,90,Mertuche,Savoye,,86,,,,,,,,,,
Fatima zahra,,1757,90,Metal de cloche,Flandre,,40,,,,,,,,78,,
Fatima zahra,,1757,90,Metal de cloche,Savoye,,38,,,,,,,,78,,
Fatima zahra,,1757,90,Meubles,Allemagne,,870,,,,,,,,8 019,,
Fatima zahra,,1757,90,Meubles,Flandre,,7 149,,,,,,,,8 019,,
Fatima zahra,,1757,90,Meules ; Batardes,Espagne,,2 982,,,,,,,,22 194,8,
Fatima zahra,,1757,90,Meules ; à eguiser,Espagne,,3,,,,,,,,22 194,8,
Fatima zahra,,1757,91,Meules ; à favre,Espagne,,1 688,,,,,,,,22 194,8,
Fatima zahra,,1757,91,Meules ; à moulin,Savoye,,100,,,,,,,,22 194,8,
Fatima zahra,,1757,91,Meules ; à taillande,Allemagne,,3 412,,17 421,8,,,,,22 194,8,
Fatima zahra,,1757,91,Meules ; à taillande,Angleterre,,1 275,,17 421,8,,,,,22 194,8,
Fatima zahra,,1757,91,Meules ; à taillande,Espagne,,1 544,8,17 421,8,,,,,22 194,8,
Fatima zahra,,1757,91,Meules ; à taillande,Hollande,,11 190,,17 421,8,,,,,22 194,8,
Fatima zahra,,1757,91,Miel,Allemagne,,101,5,,,,,,,304,15,
Fatima zahra,,1757,91,Miel,Espagne,,97,10,,,,,,,304,15,
Fatima zahra,,1757,91,Miel,Geneve,,3,,,,,,,,304,15,
Fatima zahra,,1757,91,Miel,Savoye,,100,,,,,,,,304,15,
Fatima zahra,,1757,91,Miel,Suisse,,3,,,,,,,,304,15,
Fatima zahra,,1757,91,Mine ; de fer,Angleterre,,500,,1 100,,,,,,133 290,13,
Fatima zahra,,1757,91,Mine ; de fer,Espagne,,600,,1 100,,,,,,133 290,13,
Fatima zahra,,1757,91,Mine ; de plomb,Allemagne,,770,,132 190,13,,,,,133 290,13,
Fatima zahra,,1757,91,Mine ; de plomb,Flandre,,120,,132 190,13,,,,,133 290,13,
Fatima zahra,,1757,91,Mine ; de plomb,Hollande,,116 619,8,132 190,13,,,,,133 290,13,
Fatima zahra,,1757,91,Mine ; de plomb,Nord,,14 621,5,132 190,13,,,,,133 290,13,
Fatima zahra,,1757,91,Mine ; de plomb,Savoye,,60,,132 190,13,,,,,133 290,13,
Fatima zahra,,1757,91,Miny,Espagne,,190,,,,,,,,15 469,10,
Fatima zahra,,1757,91,Miny,Hollande,,14 655,,,,,,,,15 469,10,
Fatima zahra,,1757,91,Miny,Italie,,177,,,,,,,,15 469,10,
Fatima zahra,,1757,91,Miny,Nord,,447,10,,,,,,,15 469,10,
Fatima zahra,,1757,91,Mirobolans,Hollande,,50,,,,,,,,,,
Fatima zahra,,1757,92,Miroirs,Allemagne,,600,,,,,,,,,,
Fatima zahra,,1757,92,Mirrbe,Hollande,,500,,,,,,,,8 925,,
Fatima zahra,,1757,92,Mirrbe,Levant,,8 425,,,,,,,,8 925,,
Fatima zahra,,1757,92,Mittes de soye,Geneve,,34 600,,,,,,,,173 800,,
Fatima zahra,,1757,92,Mittes de soye,Savoye,,127 800,,,,,,,,173 800,,
Fatima zahra,,1757,92,Mittes de soye,Suisse,,11 400,,,,,,,,173 800,,
Fatima zahra,,1757,92,Morue ; seche,Angleterre,,38 640,,355 461,19,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; seche,Danemark,,4 786,7,355 461,19,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; seche,Espagne,,147 220,6,355 461,19,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; seche,Hollande,,1 896,5,355 461,19,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; seche,Isles,,162 255,,355 461,19,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; seche,Savoye,,30,,355 461,19,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; seche,suede,,634,1,355 461,19,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; verte,Allemagne,,9 677,5,1 385 661,10,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; verte,Angleterre,,1 065,,1 385 661,10,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; verte,Danemark,,819 825,,1 385 661,10,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; verte,Flandre,,48 434,1,1 385 661,10,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; verte,Hollande,,437 628,4,1 385 661,10,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; verte,Isles,,27 064,,1 385 661,10,,,,,1 741 123,9,
Fatima zahra,,1757,92,Morue ; verte,suede,,41 968,,1 385 661,10,,,,,1 741 123,9,
Fatima zahra,,1757,93,Moutade,Allemagne,,22,,,,,,,,,,
Fatima zahra,,1757,93,Mouchoirs ; de coton,Italie,,9 600,,49 640,,,,,,457 948,,
Fatima zahra,,1757,93,Mouchoirs ; de coton,Levant,,40 040,,49 640,,,,,,457 948,,
Fatima zahra,,1757,93,Mouchoirs ; de fil et coton,Levant,,8 970,,9 090,,,,,,457 948,,
Fatima zahra,,1757,93,Mouchoirs ; de fil et coton,Savoye,,120,,9 090,,,,,,457 948,,
Fatima zahra,,1757,93,Mouchoirs ; de Gaze,Savoye,,18,,,,,,,,457 948,,
Fatima zahra,,1757,93,Mouchoirs ; de Mousseline,Levant,,36 400,,,,,,,,457 948,,
Fatima zahra,,1757,94,Mouchoirs ; de soye,Espagne,,279 440,,362 800,,,,,,457 948,,
Fatima zahra,,1757,94,Mouchoirs ; de soye,Italie,,4 500,,362 800,,,,,,457 948,,
Fatima zahra,,1757,94,Mouchoirs ; de soye,Levant,,12 220,,362 800,,,,,,457 948,,
Fatima zahra,,1757,94,Mouchoirs ; de soye,Savoye,,55 580,,362 800,,,,,,457 948,,
Fatima zahra,,1757,94,Mouchoirs ; de soye,Suisse,,11 060,,362 800,,,,,,457 948,,
Fatima zahra,,1757,94,Moulins ; à caffé,Hollande,,6 616,,,,,,,,18 746,10,
Fatima zahra,,1757,94,Moulins ; à dessecher,Hollande,,12 000,,,,,,,,18 746,10,
Fatima zahra,,1757,94,Moulins ; à poivre,Hollande,,130,10,,,,,,,18 746,10,
Fatima zahra,,1757,94,Mousseline ,Levant,,2 660,,,,,,,,9 660,,
Fatima zahra,,1757,94,Mousseline ,Portugal,,7 000,,,,,,,,9 660,,
Fatima zahra,,1757,94,Mousserons,Espagne,,644,,,,,,,,,,
Fatima zahra,,1757,94,Moutons,Allemagne,,143 205,,,,,,,,175 800,,
Fatima zahra,,1757,94,Moutons,Flandre,,741,,,,,,,,175 800,,
Fatima zahra,,1757,94,Moutons,Savoye,,31 854,,,,,,,,175 800,,
Fatima zahra,,1757,94,Mules et mulets,Espagne,,2 760,,,,,,,,59 540,,
Fatima zahra,,1757,94,Mules et mulets,Savoye,,56 780,,,,,,,,59 540,,
Fatima zahra,,1757,95,Musc,Hollande,,37,,,,,,,,,,
Fatima zahra,,1757,95,Muscades,Espagne,,1 215,,,,,,,,93 706,,
Fatima zahra,,1757,95,Muscades,Hollande,,92 465,,,,,,,,93 706,,
Fatima zahra,,1757,95,Muscades,Nord,,26,,,,,,,,93 706,,
Fatima zahra,,1757,95,Nacre de perles,Italie,,750,,,,,,,,,,
Fatima zahra,,1757,95,Nattes,Allemagne,,24,,,,,,,,18 358,10,
Fatima zahra,,1757,95,Nattes,Espagne,,15 170,,,,,,,,18 358,10,
Fatima zahra,,1757,95,Nattes,Flandre,,52,10,,,,,,,18 358,10,
Fatima zahra,,1757,95,Nattes,Hollande,,2 662,,,,,,,,18 358,10,
Fatima zahra,,1757,95,Nattes,Nord,,450,,,,,,,,18 358,10,
Fatima zahra,,1757,95,Navetes,Allemagne,,92,,,,,,,,,,
Fatima zahra,,1757,95,Nerfs de beuf,Flandre,,15,,,,,,,,,,
Fatima zahra,,1757,95,Nid d'oyseaux,Flandre,,180,,,,,,,,,,
Fatima zahra,,1757,95,Noir ; de fumée,Allemagne,,38 890,,41 833,,,,,,43 455,,
Fatima zahra,,1757,95,Noir ; de fumée,Hollande,,2 943,,41 833,,,,,,43 455,,
Fatima zahra,,1757,95,Noir ; à imprimer,Nord,,1 622,10,,,,,,,43 455,,
Fatima zahra,,1757,96,Noisettes,Allemagne,,1 500,,,,,,,,22 962,2,
Fatima zahra,,1757,96,Noisettes,Espagne,,1 954,12,,,,,,,22 962,2,
Fatima zahra,,1757,96,Noisettes,Italie,,19 460,,,,,,,,22 962,2,
Fatima zahra,,1757,96,Noisettes,Savoye,,47,10,,,,,,,22 962,2,
Fatima zahra,,1757,96,Noix,Savoye,,45,,,,,,,,,,
Fatima zahra,,1757,96,Ocre,Espagne,,72,5,,,,,,,3 628,16,
Fatima zahra,,1757,96,Ocre,Flandre,,662,10,,,,,,,3 628,16,
Fatima zahra,,1757,96,Ocre,Hollande,,2 894,1,,,,,,,3 628,16,
Fatima zahra,,1757,96,Œil de beuf,Flandre,,60,,,,,,,,,,
Fatima zahra,,1757,96,Œillets,Espagne,,3,,,,,,,,,,
Fatima zahra,,1757,96,Œufs,Savoye,,4,4,,,,,,,,,
Fatima zahra,,1757,96,Oignons ; oignons,Allemagne,,11,2,158,12,,,,,4 334,12,
Fatima zahra,,1757,96,Oignons ; oignons,Espagne,,27,10,158,12,,,,,4 334,12,
Fatima zahra,,1757,96,Oignons ; oignons,Italie,,120,,158,12,,,,,4 334,12,
Fatima zahra,,1757,96,Oignons ; de fleurs,Flandre,,4 073,,4 176,,,,,,4 334,12,
Fatima zahra,,1757,96,Oignons ; de fleurs,Hollande,,91,,4 176,,,,,,4 334,12,
Fatima zahra,,1757,96,Oignons ; de fleurs,Italie,,12,,4 176,,,,,,4 334,12,
Fatima zahra,,1757,97,Olives,Allemagne,,6,,,,,,,,9 756,14,
Fatima zahra,,1757,97,Olives,Espagne,,9 207,2,,,,,,,9 756,14,
Fatima zahra,,1757,97,Olives,Italie,,6,,,,,,,,9 756,14,
Fatima zahra,,1757,97,Olives,Savoye,,537,12,,,,,,,9 756,14,
Fatima zahra,,1757,97,Onglons de beuf,Savoye,,310,,,,,,,,,,
Fatima zahra,,1757,97,Opium,Hollande,,160,,,,,,,,2 128,,
Fatima zahra,,1757,97,Opium,Levant,,1 968,,,,,,,,2 128,,
Fatima zahra,,1757,97,Opoponax,Hollande,,5,,,,,,,,,,
Fatima zahra,,1757,97,Or et argent faux,Allemagne,,153 970,,,,,,,,,,
Fatima zahra,,1757,97,Oranges,Angleterre,,1 395,,,,,,,,158 434,2,
Fatima zahra,,1757,97,Oranges,Espagne,,8 119,,,,,,,,158 434,2,
Fatima zahra,,1757,97,Oranges,Flandre,,693,15,,,,,,,158 434,2,
Fatima zahra,,1757,97,Oranges,Italie,,4 042,,,,,,,,158 434,2,
Fatima zahra,,1757,97,Oranges,Portugal,,139 295,17,,,,,,,158 434,2,
Fatima zahra,,1757,97,Oranges,Savoye,,4 888,10,,,,,,,158 434,2,
Fatima zahra,,1757,97,Oreillons à fre. Colle,Geneve,,230,,,,,,,,,,
Fatima zahra,,1757,97,Orge ; germée,Angleterre,,7 776,,,,,,,,46 384,,le total devrait être 46 383.14
Fatima zahra,,1757,97,Orge ; en grains,Italie,,21 600,,37 296,,,,,,46 384,,
Fatima zahra,,1757,97,Orge ; en grains,Levant,,15 696,,37 296,,,,,,46 384,,
Fatima zahra,,1757,97,Orge ; mondée,Angleterre,,3,12,1 237,14,,,,,46 384,,
Fatima zahra,,1757,97,Orge ; mondée,Flandre,,38,4,1 237,14,,,,,46 384,,
Fatima zahra,,1757,97,Orge ; mondée,Hollande,,1 170,8,1 237,14,,,,,46 384,,
Fatima zahra,,1757,97,Orge ; mondée,Nord,,25,10,1 237,14,,,,,46 384,,
Fatima zahra,,1757,97,Orge ; perlée,Hollande,,75,,,,,,,,46 384,,
Fatima zahra,,1757,97,Orpiment,Hollande,,453,12,,,,,,,754,12,
Fatima zahra,,1757,97,Orpiment,Italie,,288,,,,,,,,754,12,
Fatima zahra,,1757,97,Orpiment,Savoye,,13,,,,,,,,754,12,
Fatima zahra,,1757,98,Orpin,Flandre,,380,,,,,,,,2 359,,
Fatima zahra,,1757,98,Orpin,Hollande,,1 979,,,,,,,,2 359,,
Fatima zahra,,1757,98,Os de beuf,Flandre,,55,,,,,,,,,,
Fatima zahra,,1757,98,Ouate,Geneve,,102,,,,,,,,127,,
Fatima zahra,,1757,98,Ouate,Savoye,,25,,,,,,,,127,,
Fatima zahra,,1757,98,Ouvrages de spa,Flandre,,1 000,,,,,,,,,,
Fatima zahra,,1757,98,Pains ; d'epice,Allemagne,,22,8,2 789,18,,,,,3 569,18,
Fatima zahra,,1757,98,Pains ; d'epice,Flandre,,2 767,10,2 789,18,,,,,3 569,18,
Fatima zahra,,1757,98,Pains ; de navette,Allemagne,,780,,,,,,,,3 569,18,
Fatima zahra,,1757,98,Palangres,Espagne,,12,4,,,,,,,,,
