Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,deniers,Leur Valeur (sub-total 1),deniers,Leur Valeur (sub-total 2),deniers,Total,deniers ,Remarks,
Saadia Mai,,1754,37,Coton; filé,Suisse,,10 933,6,2 793 315,3,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Angleterre,,270,,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Espagne,,2 017,10,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Hollande,,17 962,10,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Isles,,3 615 651,8,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Italie,,650,10,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Levant,,2 465 649,10,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Portugal,,38 955,,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Savoye,,1 611,,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; en laine,Suisse,,11,3,6 142 778,11,,,8 966 262,14,,
Milewski,,1754,38,Coton; souffré,Italie,,48,,103,,,,8 966 262,14,,
Milewski,,1754,38,Coton; souffré,Savoye,,55,,103,,,,8 966 262,14,,
Milewski,,1754,38,Coton; teint,Savoye,,19 101,,30 066,,,,8 966 262,14,,
Milewski,,1754,38,Coton; teint,Suisse,,10 965,,30 066,,,,8 966 262,14,,
Milewski,,1754,38,Coucons de soye,Italie,,4 500,,,,,,,,,
Milewski,,1754,38,Couffes à boulanger,Italie,,6 840,,,,,,,,,
Milewski,,1754,38,Couffins; d'auf,Italie,,18,,,,,,53,,,
Milewski,,1754,38,Couffins; de palmes,Italie,,35,,,,,,53,,,
Milewski,,1754,38,Couperose,Allemagne,,2 288,14,,,,,147 976,15,,
Milewski,,1754,38,Couperose,Hollande,,120 123,17,,,,,147 976,15,,
Milewski,,1754,38,Couperose,Italie,,10 465,3,,,,,147 976,15,,
Milewski,,1754,38,Couperose,Nord,,15 099,1,,,,,147 976,15,,
Milewski,,1754,38,Coupis,Hollande,,4 800,,,,,,,,,
Milewski,,1754,38,Courdouans,Angleterre,,522,,,,,,24 426,,,
Milewski,,1754,38,Courdouans,Levant,,23 904,,,,,,24 426,,,
Milewski,,1754,39,Couteaux; communs,Flandre,,104,,37 286,5,,,37 286,5,,
Milewski,,1754,39,Couteaux; communs,Hollande,,36 992,5,37 286,5,,,37 286,5,,
Milewski,,1754,39,Couteaux; communs,Nord,,190,,37 286,5,,,37 286,5,,
Milewski,,1754,39,Coutelas,Hollande,,1 128,,,,,,,,,
Milewski,,1754,39,Coutil,Allemagne,,646,,,,,,77 473,14,,
Milewski,,1754,39,Coutil,Flandre,,55 654,10,,,,,77 473,14,,
Milewski,,1754,39,Coutil,Hollande,,21 173,4,,,,,77 473,14,,
Milewski,,1754,39,Couvertures; p. chevaux,Angleterre,,40,,,,,,35 819,,,
Milewski,,1754,39,Couvertures; de coton,Italie,,12 500,,,,,,35 819,,,
Milewski,,1754,39,Couvertures; d'étoupe,Flandre,,424,,,,,,35 819,,,
Milewski,,1754,39,Couvertures; fil a coton,Italie,,5 500,,,,,,35 819,,,
Milewski,,1754,39,Couvertures; de laine,Allemagne,,9,,15 837,,,,35 819,,,
Milewski,,1754,39,Couvertures; de laine,Flandre,,78,,15 837,,,,35 819,,,
Milewski,,1754,39,Couvertures; de laine,Italie,,15 250,,15 837,,,,35 819,,,
Milewski,,1754,39,Couvertures; de laine,Levant,,500,,15 837,,,,35 819,,,
Milewski,,1754,39,Couvertures; de plocq,Suisse,,1 518,,,,,,35 819,,,
Milewski,,1754,40,Craye,???,,882,,,,,,,,,
Milewski,,1754,40,Crayons,Flandre,,33,15,,,,,376,10,,
Milewski,,1754,40,Crayons,Hollande,,342,15,,,,,376,10,,
Milewski,,1754,40,Crefpon,Allemagne,,37,10,,,,,45,,,
Milewski,,1754,40,Crefpon,Suisse,,7,10,,,,,45,,,
Milewski,,1754,40,Creuzets,Flandre,,29,,,,,,16 738,10,,
Milewski,,1754,40,Creuzets,Hollande,,308,,,,,,16 738,10,,
Milewski,,1754,40,Creuzets,Nord,,16 401,10,,,,,16 738,10,,
Milewski,,1754,40,Cribles,Flandre,,25,10,,,,,225,10,,
Milewski,,1754,40,Cribles,Savoye,,200,,,,,,225,10,,
Milewski,,1754,40,Cricks,Hollande,,1 074,,,,,,,,,
Milewski,,1754,40,Crin,Allemagne,,3 630,15,,,,,77 707,3,,
Milewski,,1754,40,Crin,Angleterre,,9 646,16,,,,,77 707,3,,
Milewski,,1754,40,Crin,Espagne,,80,,,,,,77 707,3,,
Milewski,,1754,40,Crin,Flandre,,56,5,,,,,77 707,3,,
Milewski,,1754,40,Crin,Hollande,,20 643,15,,,,,77 707,3,,
Milewski,,1754,40,Crin,Italie,,1 038,,,,,,77 707,3,,
Milewski,,1754,40,Crin,Levant,,5 728,12,,,,,77 707,3,,
Milewski,,1754,40,Crin,Nord,,12 357,,,,,,77 707,3,,
Milewski,,1754,40,Crin,Russie,,16 675,4,,,,,77 707,3,,
Milewski,,1754,40,Crin,Savoye,,1 739,10,,,,,77 707,3,,
Milewski,,1754,40,Crin,Suisse,,6 111,6,,,,,77 707,3,,
Milewski,,1754,41,Cristal; brut,Angleterre,,5,19,1 139,19,,,3 674,3,,
Milewski,,1754,41,Cristal; brut,Italie,,1 000,,1 139,19,,,3 674,3,,
Milewski,,1754,41,Cristal; brut,Savoye,,134,,1 139,19,,,3 674,3,,
Milewski,,1754,41,Cristal; taillé,Allemagne,,110,,2 534,4,,,3 674,3,,
Milewski,,1754,41,Cristal; taillé,Flandre,,1 015,,2 534,4,,,3 674,3,,
Milewski,,1754,41,Cristal; taillé,Suisse,,1 409,4,2 534,4,,,3 674,3,,
Milewski,,1754,41,Cubebes,Hollande,,135,,,,,,,,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Allemagne,,140,,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Angleterre,,80 536,,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Espagne,,89 132,,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Hollande,,15 310,,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Isles,,561 222,10,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Italie,,38 094,,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Levant,,734 377,18,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Nord,,1 584,,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Portugal,,173 784,,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Savoye,,14 809,12,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf;en poil,Suisse,,12,,1 709 002,,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf; tannés,Allemagne,,1 897,7,274 557,6,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf; tannés,Flandre,,28 770,,274 557,6,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf; tannés,Isles,,242 546,14,274 557,6,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf; tannés,Nord,,216,,274 557,6,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf; tannés,Savoye,,620,5,274 557,6,1 983 559,6,2 054 514,6,,
Milewski,,1754,41,Cuirs; de beuf; tannés,Suisse,,507,,274 557,6,1 983 559,6,2 054 514,6,,
Milewski,,1754,42,Cuirs; doré,Flandre,,2 954,10,12 834,10,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; doré,Italie,,9 880,,12 834,10,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; de Russie,Allemagne,,840,,55 368,10,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; de Russie,Hollande,,17 625,15,55 368,10,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; de Russie,Italie,,760,,55 368,10,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; de Russie,Nord,,23 533,10,55 368,10,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; de Russie,Russie,,10 804,5,55 368,10,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; de Russie,Suisse,,1 805,,55 368,10,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; corroiés,Allemagne,,306,,2 752,,,,2 054 514,6,,
Milewski,,1754,42,Cuirs; en poil,Allemagne,,990,,2 090,,2 752,,2 054 514,6,,
Milewski,,1754,42,Cuirs; en poil,Angleterre,,756,,2 090,,2 752,,2 054 514,6,,
Milewski,,1754,42,Cuirs; en poil,Italie,,144,,2 090,,2 752,,2 054 514,6,,
Milewski,,1754,42,Cuirs; en poil,Savoye,,192,,2 090,,2 752,,2 054 514,6,,
Milewski,,1754,42,Cuirs; en poil,Suisse,,8,,2 090,,2 752,,2 054 514,6,,
Milewski,,1754,42,Cuirs; tannés,Espagne,,80,,356,,2 752,,2 054 514,6,,
Milewski,,1754,42,Cuirs; tannés,Savoye,,201,,356,,2 752,,2 054 514,6,,
Milewski,,1754,42,Cuirs; tannés,Suisse,,75,,356,,2 752,,2 054 514,6,,
Milewski,,1754,42,Cuivre; en baquets,Hollande,,9 240,,15 591,,,,2 154 910,1,,
Milewski,,1754,42,Cuivre; en bassins,Hollande,,15 036,,15 591,,,,2 154 910,1,,
Milewski,,1754,42,Cuivre; en bassins,Savoye,,555,,,,,,2 154 910,1,,
Milewski,,1754,42,Cuivre; en batterie,Allemagne,,459 403,16,459 832,12,,,2 154 910,1,,
Milewski,,1754,42,Cuivre; en batterie,Espagne,,8,,459 832,12,,,2 154 910,1,,
Milewski,,1754,42,Cuivre; en batterie,Hollande,,420,16,459 832,12,,,2 154 910,1,,
Milewski,,1754,42,Cuivre; en chaudieres,Nord,,3 044,,,,,,2 154 910,1,,
Milewski,,1754,42,Cuivre; en chaudrons,Flandre,,140 456,5,146 694,15,,,2 154 910,1,Le total aurait dû être 146690-15,
Milewski,,1754,42,Cuivre; en chaudrons,Hollande,,6 234,10,146 694,15,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en clochette,Hollande,,45,,,,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; doré,Allemagne,,690,,,,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en feuilles,Hollande,,4 860,,82 695,12,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en feuilles,Nord,,77 835,12,82 695,12,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en grelots,Hollande,,2 355,4,,,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en hopitaux,Hollande,,4 274,,,,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; jaune,Hollande,,16 062,10,17 562,10,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; jaune,Isles,,1 500,,17 562,10,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en lames,Suede,,31 000,,,,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en limaille,Savoye,,250,10,,,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en monnoye,Hollande,,1 706,5,45 106,5,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en monnoye,Suede,,43 400,,45 106,5,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; ouvré,Allemagne,,18 341,11,116 775,15,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; ouvré,Flandre,,6 413,11,116 775,15,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; ouvré,Hollande,,78 619,9,116 775,15,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; ouvré,Nord,,6 395,4,116 775,15,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; ouvré,Savoye,,1 372,10,116 775,15,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; ouvré,Suisse,,5 633,10,116 775,15,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Allemagne,,24 605,12,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Danemark,,62 523,,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Espagne,,2 905,10,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Hollande,,87 605,12,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Italie,,11,5,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Nord,,200 624,16,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Savoye,,300,,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Suede,,12 735,16,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en planches,Suisse,,16 531,10,407 843,1,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en plaque,Nord,,24 690,,,,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en platines,Hollande,,23,8,263 239,13,,,2 154 910,1,,
Milewski,,1754,43,Cuivre; en platines,Nord,,263 216,5,263 239,13,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; rouge,Hollande,,11 738,10,22 967,5,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; rouge,Nord,,11 108,15,22 967,5,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; rouge,Suede,,120,,22 967,5,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; en rozette,Danemark,,36 600,,314 855,5,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; en rozette,Nord,,188 163,15,314 855,5,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; en rozette,Savoye,,24 615,,314 855,5,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; en rozette,Suede,,65 476,10,314 855,5,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; tangoul,Hollande,,1 800,,68 846,8,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; tangoul,Italie,,13 500,,68 846,8,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; tangoul,Levant,,53 546,8,68 846,8,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Allemagne,,4 548,12,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Angleterre,,4 277,,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Danemark,,1 650,,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Espagne,,58,,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Flandre,,59,8,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Hollande,,81 607,10,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Isles,,1 149,,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Levant,,420,,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Nord,,22 730,6,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Savoye,,611,,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Cuivre; vieux,Suisse,,200,,117 310,16,,,2 154 910,1,,
Milewski,,1754,44,Culottes,Italie,,72,,,,,,,,,
Milewski,,1754,44,Cumin,Italie,,4 656,,,,,,40 305,,,
Milewski,,1754,44,Cumin,Levant,,35 649,,,,,,40 305,,,
Milewski,,1754,44,Curcuma,Hollande,,678,,,,,,,,,
Milewski,,1754,44,Cuviers de terre,Espagne,,14,5,,,,,,,,
Milewski,,1754,44,Damas,Italie,,103 000,,,,,,151 600,,,
Milewski,,1754,44,Damas,Savoye,,16 000,,,,,,151 600,,,
Milewski,,1754,44,Damas,Suisse,,32 600,,,,,,151 600,,,
Milewski,,1754,45,Dame jeannes,Hollande,,105,,,,,,16 485,,,
Milewski,,1754,45,Dame jeannes,Nord,,16 380,,,,,,16 485,,,
Milewski,,1754,45,Dattes,Flandre,,4,10,,,,,6 551,5,,
Milewski,,1754,45,Dattes,Levant,,6 546,15,,,,,6 551,5,,
Milewski,,1754,45,Degras de peau,Flandre,,75,,,,,,,,,
Milewski,,1754,45,Demille,Italie,,300,,,,,,68 637,,,
Milewski,,1754,45,Demille,Levant,,68 337,,,,,,68 637,,,
Milewski,,1754,45,Dents; d'Elephant,Angleterre,,3 090,,243 670,,,,267 828,10,,
Milewski,,1754,45,Dents; d'Elephant,Flandre,,4,,243 670,,,,267 828,10,,
Milewski,,1754,45,Dents; d'Elephant,Hollande,,195 913,10,243 670,,,,267 828,10,,
Milewski,,1754,45,Dents; d'Elephant,Isles,,17 850,,243 670,,,,267 828,10,,
Milewski,,1754,45,Dents; d'Elephant,Nord,,300,,243 670,,,,267 828,10,,
Milewski,,1754,45,Dents; d'Elephant,Portugal,,26 512,10,243 670,,,,267 828,10,,
Milewski,,1754,45,Dents; de morphil,Isles,,21 918,10,,,,,267 828,10,,
Milewski,,1754,45,Dents; de vache marine,Isles,,2 240,,,,,,267 828,10,,
Milewski,,1754,45,Dentelle; de fil;blanc,Angleterre,,337,10,378 975,,393 915,,398 935,,,
Milewski,,1754,45,Dentelle; de fil;blanc,Flandre,,378 637,10,378 975,,393 915,,398 935,,,
Milewski,,1754,45,Dentelle; de fil; commune,Allemagne,,725,,2 950,,393 915,,398 935,,,
Milewski,,1754,45,Dentelle; de fil; commune,Espagne,,105,,2 950,,393 915,,398 935,,,
Milewski,,1754,45,Dentelle; de fil; commune,Savoye,,2 120,,2 950,,393 915,,398 935,,,
Milewski,,1754,45,Dentelle; de fil; grosse,Suisse,,11 990,,393 915,,,,398 935,,,
Milewski,,1754,46,Dentelle; de soye,Savoye,,120,,5 020,,,,398 935,,,
Milewski,,1754,46,Dentelle; de soye,Suisse,,4 900,,5 020,,,,398 935,,,
Milewski,,1754,46,Dez à coudre,Hollande,,8 085,10,,,,,8 109,10,,
Milewski,,1754,46,Dez à coudre,Nord,,24,,,,,,8 109,10,,
Milewski,,1754,46,Dictamus,Levant,,???,,,,,,,,,
Milewski,,1754,46,Dorure;fine,Italie,,5 000,,8 500,,,,8 500,,,
Milewski,,1754,46,Dorure;fine,Savoye,,3 500,,8 500,,,,8 500,,,
Milewski,,1754,47,Draches,Isles,,2 904,,,,,,,,,
Milewski,,1754,47,Dragées,Allemagne,,161,7,,,,,247,7,,
Milewski,,1754,47,Dragées,Hollande,,60,,,,,,247,7,,
Milewski,,1754,47,Dragées,Savoye,,26,,,,,,247,7,,
Milewski,,1754,47,Draps; de castor,Hollande,,2 715,,5 349,,,,21 450,10,,
Milewski,,1754,47,Draps;d'hollande,??,,2 394,,5 349,,,,21 450,10,,
Saadia Mai,,1754,48,Draps; de laine,Angleterre,,240,,5 349,,,,21 450,10,,
Saadia Mai,,1754,49,Draps; droguet; decastor,Hollande,,76,10,16 101,10,,,21 450,10,,
Saadia Mai,,1754,49,Draps; droguet; fil a laine,Allemagne,,160,,16 101,10,,,21 450,10,,
Saadia Mai,,1754,49,Draps; droguet; d'hollande,Hollande,,112,10,16 101,10,,,21 450,10,,
Saadia Mai,,1754,49,Draps; droguet; delaine,Allemagne,,15 752,10,16 101,10,,,21 450,10,,
Saadia Mai,,1754,50,Draps de lin,Allemagne,,350,,,,,,1 110,,,
Saadia Mai,,1754,50,Draps de lin,Hollande,,760,,,,,,1 110,,,
Saadia Mai,,1754,50,Drapeaux vieux,Italie,,760,,,,,,6 445,,,
Saadia Mai,,1754,50,Drapeaux vieux,Savoye,,160,,,,,,6 445,,,
Saadia Mai,,1754,50,Drapeaux vieux,Suisse,,5 525,,,,,,6 445,,,
Saadia Mai,,1754,50,Drogueries,Espagne,,2 553,,416 091,,,,416 091,,,
Saadia Mai,,1754,50,Drogueries,Flandre,,23,,416 091,,,,416 091,,,
Saadia Mai,,1754,50,Drogueries,Hollande,,320 257,,416 091,,,,416 091,,,
Saadia Mai,,1754,50,Drogueries,Italie,,22 200,,416 091,,,,416 091,,,
Saadia Mai,,1754,50,Drogueries,Levant,,1 760,,416 091,,,,416 091,,,
Saadia Mai,,1754,50,Drogueries,Nord,,69 286,,416 091,,,,416 091,,,
Saadia Mai,,1754,50,Drogueries,Suisse,,12,,416 091,,,,416 091,,,
Saadia Mai,,1754,51,Eau; d'anis,Allemagne,,3,,,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de Citrons,Italie,,630,,720,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de Citrons,Savoye,,90,,720,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; cordialle,Suisse,,30,,,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de fleur d'orange,Espagne,,2 445,10,23 705,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de fleur d'orange,Hollande,,400,,23 705,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de fleur d'orange,Italie,,5 548,,23 705,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de fleur d'orange,Levant,,14 455,,23 705,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de fleur d'orange,Portugal,,225,,23 705,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de fleur d'orange,Savoye,,631,10,23 705,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; forte,Hollande,,3 309,7,,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; medicinalle,Hollande,,42,,60,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; medecinalle,Savoye,,18,,60,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; minerale,Hollande,,7,10,,,,,34 485,17,,
Saadia Mai,,1754,51,Eau; de la reine d'hongrie,Italie,,5 925,,,,,,34 485,17,,
Saadia Mai,,1754,52,Eau; de rose,Italie,,10,,,,,,34 485,17,,
Saadia Mai,,1754,52,Eau; de senteur,Flandre,,379,,470,10,,,34 485,17,,
Saadia Mai,,1754,52,Eau; de senteur,Hollande,,91,10,470,10,,,34 485,17,,
Saadia Mai,,1754,52,Eau; de spa,Flandre,,184,,,,,,34 485,17,,
Saadia Mai,,1754,52,Eau; vulneraires,Allemagne,,26,5,61,10,,,34 485,17,,
Saadia Mai,,1754,52,Eau; vulneraires,Suisse,,35,5,61,10,,,34 485,17,,
Saadia Mai,,1754,52,Eau de Vie,Espagne,,104 669,4,,,,,105 095,6,,
Saadia Mai,,1754,52,Eau de Vie,Hollande,,102,10,,,,,105 095,6,,
Saadia Mai,,1754,52,Eau de Vie,Savoye,,136,,,,,,105 095,6,,
Saadia Mai,,1754,52,Eau de Vie,Suisse,,187,12,,,,,105 095,6,,
Saadia Mai,,1754,52,Ecaille; de cahouanne,Hollande,,70,,10 438,,,,180 863,10,,
Saadia Mai,,1754,52,Ecaille; de cahouanne,Isles,,10 368,,10 438,,,,180 863,10,,
Saadia Mai,,1754,52,Ecaille; de tortüe,Espagne,,4 060,,170 425,10,,,180 863,10,,
Saadia Mai,,1754,52,Ecaille; de tortüe,Hollande,,129 136,,170 425,10,,,180 863,10,,
Saadia Mai,,1754,52,Ecaille; de tortüe,Isles,,35 129,10,170 425,10,,,180 863,10,,
Saadia Mai,,1754,52,Ecaille; de tortüe,Nord,,2 100,,170 425,10,,,180 863,10,,
Saadia Mai,,1754,52,Echalats,Allemagne,,840,,,,,,,,,
Saadia Mai,,1754,53,Ecopes,Danemark,,9,12,,,,,209,12,,
Saadia Mai,,1754,53,Ecopes,Russie,,200,,,,,,209,12,,
Saadia Mai,,1754,53,Ecorces; d'arbre,Isles,,86,,,,,,7 377,15,,
Saadia Mai,,1754,53,Ecorces; de chesne,Allemagne,,906,,6 388,,,,7 377,15,,
Saadia Mai,,1754,53,Ecorces; de chesne,Flandre,,5 476,,6 388,,,,7 377,15,,
Saadia Mai,,1754,53,Ecorces; de chesne,Hollande,,6,,6 388,,,,7 377,15,,
Saadia Mai,,1754,53,Ecorces; de citrons,Flandre,,20,,808,15,,,7 377,15,,
Saadia Mai,,1754,53,Ecorces; de citrons,Hollande,,612,10,808,15,,,7 377,15,,
Saadia Mai,,1754,53,Ecorces; de citrons,Portugal,,156,5,808,15,,,7 377,15,,
Saadia Mai,,1754,53,Ecorces; de citrons,Savoye,,20,,808,15,,,7 377,15,,
Saadia Mai,,1754,53,Ecorce; d'orange,Savoye,,60,,,,,,7 377,15,,
Saadia Mai,,1754,53,Ecorce; de tilleul,Savoye,,35,,,,,,7 377,15,,
Saadia Mai,,1754,53,Elexir,Hollande,,36,,,,,,,,,
Saadia Mai,,1754,53,Email,Italie,,170,,,,,,1 780,,,
Saadia Mai,,1754,53,Email,Savoye,,1 550,,,,,,1 780,,,
Saadia Mai,,1754,53,Email,Suisse,,60,,,,,,1 780,,,
Saadia Mai,,1754,53,Empeigne de soulliers,Flandre,,480,10,,,,,,,,
Saadia Mai,,1754,53,Encens,Levant,,31 550,,,,,,,,,
Saadia Mai,,1754,53,Encre,Hollande,,994,12,,,,,,,,
Saadia Mai,,1754,54,Epicerie,Hollande,,142 476,10,,,,,182 163,,,
Saadia Mai,,1754,54,Epicerie,Italie,,1 687,,,,,,182 163,,,
Saadia Mai,,1754,54,Epicerie,Nord,,37 999,10,,,,,182 163,,,
Saadia Mai,,1754,54,Epingles,Allemagne,,30,,,,,,,,,
Saadia Mai,,1754,54,Eponges,Hollande,,305,,,,,,42 053,,,
Saadia Mai,,1754,54,Eponges,Italie,,3 645,,,,,,42 053,,,
Saadia Mai,,1754,54,Eponges,Levant,,32 370,,,,,,42 053,,,
Saadia Mai,,1754,54,Eponges,Savoye,,293,,,,,,42 053,,,
Saadia Mai,,1754,54,Eponges,Suisse,,5 440,,,,,,42 053,,,
Saadia Mai,,1754,54,Ergots de beuf,Hollande,,3 425,,,,,,6 450,,,
Saadia Mai,,1754,54,Ergots de beuf,Nord,,3 025,,,,,,6 450,,,
Saadia Mai,,1754,54,Escamille,Levant,,28 464,,,,,,,,,
Saadia Mai,,1754,54,Espayolles,Espagne,,935,,,,,,27 746,11,le total devrait être 27 745-11,
Saadia Mai,,1754,54,Espayolles,Italie,,2 125,,,,,,27 746,11,,
Saadia Mai,,1754,54,Espayolles,Levant,,24 685,11,,,,,27 746,11,,
Saadia Mai,,1754,54,Espars,Espagne,,137 527,10,,,,,,,,
Saadia Mai,,1754,55,Essence; de bergamotte,Italie,,12 690,,,,,,21 867,2,,
Saadia Mai,,1754,55,Essence; de canelle,Hollande,,80,,,,,,21 867,2,,
Saadia Mai,,1754,55,Essence; de citron,Hollande,,33,,1 838,15,,,21 867,2,,
Saadia Mai,,1754,55,Essence; de citron,Italie,,911,5,1 838,15,,,21 867,2,,
Saadia Mai,,1754,55,Essence; de citron,Savoye,,894,10,1 838,15,,,21 867,2,,
Saadia Mai,,1754,55,Essence; diverses,Italie,,400,,,,,,21 867,2,,
Saadia Mai,,1754,55,Essence; de geroffle,Hollande,,180,,,,,,21 867,2,,
Saadia Mai,,1754,55,Essence; de muscades,Hollande,,753,15,,,,,21 867,2,,
Saadia Mai,,1754,55,Essence; de vitriol,Hollande,,5 924,12,,,,,21 867,2,,
Saadia Mai,,1754,55,Estrasse de soye,Italie,,682,10,,,,,,,,
Saadia Mai,,1754,55,Etaim; battu,Hollande,,208,5,,,,,638 208,16,,
