Data entry by,Source,Year,Sheet,Marchandises,Pays,Quotités,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks
Fatima Z.,AN F12 245,1777,83,Horlogerie,Geneve,,11 045,,,,163 681,
Fatima Z.,AN F12 245,1777,83,Horlogerie,Hollande,,4 440,,,,163 681,
Fatima Z.,AN F12 245,1777,83,Horlogerie,Savoye,,1 858,,,,163 681,
Fatima Z.,AN F12 245,1777,83,Horlogerie,Suisse,,139 437,,,,163 681,
Fatima Z.,AN F12 245,1777,83,Houblon,Allemagne,5 070,2 839,,,,15 611,
Fatima Z.,AN F12 245,1777,83,Houblon,Flandres,69 560,12 772,,,,15 611,
Fatima Z.,AN F12 245,1777,83,Huile; de geroffle,Hollande,116,2 332,,,,11 744 445,
Fatima Z.,AN F12 245,1777,83,Huile; de graine,Espagne,7 100,2 130,210 439,,,11 744 445,
Fatima Z.,AN F12 245,1777,83,Huile; de graine,Flandres,48,2 304,210 439,,,11 744 445,
Fatima Z.,AN F12 245,1777,83,Huile; de graine,Hollande,570 640,202 182,210 439,,,11 744 445,
Fatima Z.,AN F12 245,1777,83,Huile; de graine,Russie,9 780,3 823,210 439,,,11 744 445,
Fatima Z.,AN F12 245,1777,83,Huile; de laurier,Hollande,2 496,2 496,,,,11 744 445,
Fatima Z.,AN F12 245,1777,83,Huile; de lin,Danemark,3 200,1 088,91 169,,,11 744 445,
Fatima Z.,AN F12 245,1777,83,Huile; de lin,Hollande,237 580,85 867,91 169,,,11 744 445,
Fatima Z.,AN F12 245,1777,83,Huile; de lin,Italie,12 041,4 214,91 169,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,Espagne,2 898,,10 601 623,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,Espagne,363 880,311 709,10 601 623,,,11 744 445,2 qtités pour Espagne
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,Flandres,4 285,2 571,10 601 623,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,Italie,12 331 125,5 597 615,10 601 623,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,Naples,6 331,253 240,10 601 623,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,gènes,13 543,541 720,10 601 623,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,Levant,93 460,3 738 400,10 601 623,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,Portugal,62 896,31 448,10 601 623,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; d'olive,Savoye,3 123,124 920,10 601 623,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de poisson,Espagne,38 280,9 545,817 647,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de poisson,Flandres,25 485,10 194,817 647,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de poisson,Hollande,1 232 917,408 029,817 647,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de poisson,Italie,25 500,6 375,817 647,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de poisson,Nord,39 200,10 580,817 647,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de poisson,Portugal,333 120,121 629,817 647,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de poisson,Savoye,28 620,7 155,817 647,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de poisson,Isles,976 560,244 140,817 647,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de vitriol,Angleterre,7 020,4 212,18 739,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huile; de vitriol,Hollande,24 550,14 527,18 739,,,11 744 445,
Fatima Z.,AN F12 245,1777,85,Huitres,Angleterre,295,2 952,,,,,
Fatima Z.,AN F12 245,1777,85,Jais,Espagne,106 630,15 994,,,,,
Fatima Z.,AN F12 245,1777,85,Jalap,Espagne,13 884,27 486,,,,34 986,
Fatima Z.,AN F12 245,1777,85,Jalap,Italie,4 697,3 900,,,,34 986,
Fatima Z.,AN F12 245,1777,85,Jalap,Nord,7 336,3 600,,,,34 986,
Fatima Z.,AN F12 245,1777,85,Jambons,Allemagne,13 884,6 942,,,,13 625,
Fatima Z.,AN F12 245,1777,85,Jambons,Espagne,4 697,2 818,,,,13 625,
Fatima Z.,AN F12 245,1777,85,Jambons,Hollande,7 336,3 865,,,,13 625,
Fatima Z.,AN F12 245,1777,85,Jeux de moulin,Flandres,21 420,6 426,,,,6 426,
Fatima Z.,AN F12 245,1777,85,…,Hollande,336,1 344,,,,11 205,
Fatima Z.,AN F12 245,1777,85,…,Hollande,270,3 240,,,,11 205,
Fatima Z.,AN F12 245,1777,85,…,Hollande,2 708,6 621,,,,11 205,3 qtités pour hollande
Fatima Z.,AN F12 245,1777,87,Indigo,Angleterre,4 818,310 534,,,,10 822 973,
Fatima Z.,AN F12 245,1777,87,Indigo,Espagne,66 606,658 404,,,,10 822 973,
Fatima Z.,AN F12 245,1777,87,Indigo,Flandres,11 956,111 010,,,,10 822 973,
Fatima Z.,AN F12 245,1777,87,Indigo,Hollande,110 543,629 520,,,,10 822 973,
Fatima Z.,AN F12 245,1777,87,Indigo,Italie,200,1 000,,,,10 822 973,
Fatima Z.,AN F12 245,1777,87,Indigo,Nord,461,2 305,,,,10 822 973,
Fatima Z.,AN F12 245,1777,87,Indigo,Isles,1 352 061,9 110 200,,,,10 822 973,
Fatima Z.,AN F12 245,1777,87,Instruments de musiques,Allemagne,,81 832,,,,104 831,
Fatima Z.,AN F12 245,1777,87,Instruments de musiques,Angleterre,660,6 600,,,,104 831,
Fatima Z.,AN F12 245,1777,87,Instruments de musiques,Flandres,6 454,16 399,,,,104 831,
Fatima Z.,AN F12 245,1777,87,???,Flandres,58 920,8 838,,,,9 988,
Fatima Z.,AN F12 245,1777,87,???,Nord,11 500,1 150,,,,9 988,
Fatima Z.,AN F12 245,1777,87,Iris,Italie,29 880,14 940,,,,,
Fatima Z.,AN F12 245,1777,87,jus; de citron,Italie,71 950,21 585,92 370,,,171 057,
Fatima Z.,AN F12 245,1777,87,jus ; de citron,gènes,235 950,70 785,92 370,,,171 057,
Fatima Z.,AN F12 245,1777,87,jus ; de reglisse,Espagne,103 918,25 979,78 687,,,171 057,
Fatima Z.,AN F12 245,1777,87,jus ; de reglisse,Italie,131 720,46 408,78 687,,,171 057,
Fatima Z.,AN F12 245,1777,87,jus ; de reglisse,Naples,18 000,6 300,78 687,,,171 057,
Fatima Z.,AN F12 245,1777,87,Laine; d'Allemagne,Danemark,130 200,130 200,1 068 163,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; d'Allemagne,Hollande,6 095,6 095,1 068 163,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; d'Allemagne,Nord,905 712,916 893,1 068 163,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; d'Allemagne,Suède,14 975,14 975,1 068 163,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; de chevron,Levant,126 300,233 655,,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; diverse,Espagne,503 876,377 907,2 530 007,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; diverse,Italie,785 992,589 494,2 530 007,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; diverse,Naples,453 578,340 178,2 530 007,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; diverse,gènes,17 980,13 485,2 530 007,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; diverse,Levant,1 206 018,1 206 018,2 530 007,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; diverse,Savoye,3 900,2 925,2 530 007,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; d'Espagne,Espagne,740,,11 112 779,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; d'Espagne,Espagne,3 111 879,10 979 027,11 112 779,,,23 381 365,2 qtités pour Espagne
Fatima Z.,AN F12 245,1777,87,Laine; d'Espagne,Hollande,10 049,35 171,11 112 779,,,23 381 365,
Fatima Z.,AN F12 245,1777,87,Laine; d'Espagne,Portugal,28 166,98 581,11 112 779,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; filée,Allemagne,8 256,16 612,118 843,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; filée,Angleterre,4 413,15 471,118 843,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; filée,Flandres,3 800,17 100,118 843,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; filée,Nord,34 830,69 660,118 843,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; grosse,Espagne,125 600,153 600,,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; lavée,Espagne,5 309,,3 182 994,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; lavée,Espagne,240 299,3 027 633,3 182 994,,,23 381 365,2 qtités pour Espagne
Fatima Z.,AN F12 245,1777,89,Laine; lavée,Italie,110 361,110 361,3 182 994,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; lavée,Naples,30 000,45 000,3 182 994,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; peignée,Allemagne,2 094,4 133,43 795,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; peignée,Angleterre,11 214,33 642,43 795,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; peignée,Flandres,3 440,6 020,43 795,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; pelade,Savoye,1 590,1 431,,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; de Portugal,Portugal,103 910,311 730,,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; en …,Hollande,158 140,79 070,144 390,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; en …,Russie,130 640,65 320,144 390,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; en suint,Angleterre,9 710,14 565,44 445,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; en suint,Hollande,14 940,29 880,44 445,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; surge,Espagne,113 230,67 938,4 151 791,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; surge,Levant,4 536 148,4 082 533,4 151 791,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; surge,Savoye,2 200,1 320,4 151 791,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; en toison,Angleterre,60 553,151 382,,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Laine; de vigogne,Espagne,16 545,132 360,,,,23 381 365,
Fatima Z.,AN F12 245,1777,89,Langues salées,Angleterre,9 640,7 132,,,,,
Fatima Z.,AN F12 245,1777,89,Lard,Angleterre,109 848,43 939,,,,47 031,
Fatima Z.,AN F12 245,1777,89,Lard,Danemark,6 920,3 092,,,,47 031,
Fatima Z.,AN F12 245,1777,89,Lattes,Allemagne,305 550,7 639,,,,,
Fatima Z.,AN F12 245,1777,89,Legumes,Espagne,37 000,3 700,,,,913 211,
Fatima Z.,AN F12 245,1777,89,Legumes,Hollande,3 611 110,263 582,,,,913 211,
Fatima Z.,AN F12 245,1777,89,Legumes,Italie,2 540 647,381 097,,,,913 211,
Fatima Z.,AN F12 245,1777,89,Legumes,Naples,1 280 476,128 047,,,,913 211,
Fatima Z.,AN F12 245,1777,89,Legumes,Gènes,37 000,5 550,,,,913 211,
Fatima Z.,AN F12 245,1777,89,Legumes,Levant,788 500,78 850,,,,913 211,
Fatima Z.,AN F12 245,1777,89,Legumes,Nord,187 070,28 060,,,,913 211,
Fatima Z.,AN F12 245,1777,89,Legumes,Savoye,159 100,24 325,,,,913 211,
Fatima Z.,AN F12 245,1777,89,Leton,Allemagne,14 792,22 348,,,,24 452,
Fatima Z.,AN F12 245,1777,89,Leton,Hollande,1 415,2 104,,,,24 452,
Fatima Z.,AN F12 245,1777,91,Librairie,Allemagne,54 150,81 225,,,,558 123,
Fatima Z.,AN F12 245,1777,91,Librairie,Angleterre,12 554,25 108,,,,558 123,
Fatima Z.,AN F12 245,1777,91,Librairie,Flandres,582,1 164,,,,558 123,
Fatima Z.,AN F12 245,1777,91,Librairie,Geneve,162 280,324 560,,,,558 123,
Fatima Z.,AN F12 245,1777,91,Librairie,Hollande,50 853,101 706,,,,558 123,
Fatima Z.,AN F12 245,1777,91,Librairie,Italie,3 700,7 400,,,,558 123,
Fatima Z.,AN F12 245,1777,91,Librairie,Suisse,8 480,16 960,,,,558 123,
Fatima Z.,AN F12 245,1777,91,Liege,Allemagne,,1 422,,,,49 769,
Fatima Z.,AN F12 245,1777,91,Liege,Angleterre,30 400,3 040,,,,49 769,
Fatima Z.,AN F12 245,1777,91,Liege,Espagne,665 865,45 307,,,,49 769,
Fatima Z.,AN F12 245,1777,91,Lama,Hollande,8 929,3 711,,,,,
Fatima Z.,AN F12 245,1777,91,Lin; cru,Flandres,24 240,18 195,429 308,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; cru,Hollande,4 987,2 992,429 308,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; cru,Nord,544 087,299 204,429 308,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; cru,Russie,202 060,108 917,429 308,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; en masses,Hollande,3 346,3 346,,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; peigné,Flandres,1 642,2 463,85 467,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; peigné,Hollande,93 869,80 004,85 467,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; peigné,Italie,3 000,3 000,85 467,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; …,Hollande,161 650,80 825,85 925,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lin; …,Nord,6 800,5 100,85 925,,,604 046,
Fatima Z.,AN F12 245,1777,91,Lingerie,Allemagne,,5 640,,,,,
Fatima Z.,AN F12 245,1777,91,….,Flandres,14 400,4 320,,,,,
Fatima Z.,AN F12 245,1777,93,Liqueurs,Allemagne,16 223,32 446,,,,125 268,
Fatima Z.,AN F12 245,1777,93,Liqueurs,Italie,3 060,5 355,,,,125 268,
Fatima Z.,AN F12 245,1777,93,Liqueurs,Venise,2 650,2 650,,,,125 268,
Fatima Z.,AN F12 245,1777,93,Liqueurs,Savoye,3 332,4 334,,,,125 268,
Fatima Z.,AN F12 245,1777,93,Liqueurs,Isles,20 121,80 483,,,,125 268,
Fatima Z.,AN F12 245,1777,93,Lits de fer,Russie,2 810,1 686,,,,,
Fatima Z.,AN F12 245,1777,93,Litarge,Flandres,96 907,19 381,,,,23 981,
Fatima Z.,AN F12 245,1777,93,Litarge,Hollande,22 591,4 600,,,,23 981,
Fatima Z.,AN F12 245,1777,93,Livres en blanc,Flandres,11 881,14 851,,,,,
Fatima Z.,AN F12 245,1777,93,Macis,Hollande,339,3 626,,,,10 526,
Fatima Z.,AN F12 245,1777,93,Macis,Nord,460,6 900,,,,10 526,
Fatima Z.,AN F12 245,1777,93,Manille,Hollande,1 800,1 800,,,,,
Fatima Z.,AN F12 245,1777,93,Manne,Hollande,620,1 240,,,,550 928,
Fatima Z.,AN F12 245,1777,93,Manne,Italie,236 001,413 001,,,,550 928,
Fatima Z.,AN F12 245,1777,93,Manne,Naples,65 923,115 365,,,,550 928,
Fatima Z.,AN F12 245,1777,93,Manne,gènes,12 184,21 322,,,,550 928,
Fatima Z.,AN F12 245,1777,93,Maniquelle,Isles,8 595,2 513,,,,,
Fatima Z.,AN F12 245,1777,93,Marbre; brut,Italie,1 912 180,95 609,105 408,,,198 408,
Fatima Z.,AN F12 245,1777,93,Marbre; brut,gènes,321 900,8 047,105 408,,,198 408,
Fatima Z.,AN F12 245,1777,93,Marbre; brut,Suisse,17 520,1 752,105 408,,,198 408,
Fatima Z.,AN F12 245,1777,93,Marbre; ouvré,Italie,25 000,75 000,93 000,,,198 408,
Fatima Z.,AN F12 245,1777,93,Marbre; ouvré,gènes,6 000,18 000,93 000,,,198 408,
Fatima Z.,AN F12 245,1777,93,Marchand; ..,Allemagne,,106 761,599 125,,,601 280,
Fatima Z.,AN F12 245,1777,93,Marchand; ..,Angleterre,,49 718,599 125,,,601 280,
Fatima Z.,AN F12 245,1777,93,Marchand; ..,Danemark,,17 843,599 125,,,601 280,
Fatima Z.,AN F12 245,1777,93,Marchand; ..,Espagne,,41 064,599 125,,,601 280,
Fatima Z.,AN F12 245,1777,93,Marchand; ..,Flandres,,87 616,599 125,,,601 280,
Fatima Z.,AN F12 245,1777,93,Marchand; ..,Geneve,,10 789,599 125,,,601 280,
Fatima Z.,AN F12 245,1777,93,Marchand; ..,Hollande,,97 133,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Italie,,17 116,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Naples,,5 377,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Genes,,16 362,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Venise,,2 338,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Levant,,3 729,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Nord,,24 440,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Portugal,,9 789,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Russie,,7 944,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Savoye,,34 448,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Suede,,36 728,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Suisse,,16 301,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Isles,,9 406,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ..,Indes,,4 223,599 125,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Marchand; ??,Allemagne,,2 155,,,,601 280,
Ben Rabetafika,AN F12 245,1777,95,Masques,Savoye,186,1 116,,,,,
Ben Rabetafika,AN F12 245,1777,95,Mats,Danemark,470,,,,,279 216,
Ben Rabetafika,AN F12 245,1777,95,Mats,Danemark,106,23 716,,,,279 216,2 qtités pour danemark
Ben Rabetafika,AN F12 245,1777,95,Mats,Hollande,249,24 900,,,,279 216,
Ben Rabetafika,AN F12 245,1777,95,Mats,Nord,477,20 665,,,,279 216,
Ben Rabetafika,AN F12 245,1777,95,Mats,Russie,1 049,,,,,279 216,
Ben Rabetafika,AN F12 245,1777,95,Mats,Russie,141,165 090,,,,279 216,2 qtités pour Russie
Ben Rabetafika,AN F12 245,1777,95,Mats,Suisse,1 437,,,,,279 216,
Ben Rabetafika,AN F12 245,1777,95,Mats,Suisse,59,44 845,,,,279 216,2 qtités pour Suisse
Ben Rabetafika,AN F12 245,1777,95,Meches …,Hollande,6 984,4 928,,,,,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Allemagne,302 003,1 200 278,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Espagne,12 709,28 943,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Flandre,162 355,415 403,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Geneve,1 670,3 757,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Hollande,151 680,328 916,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Italie,3 021,10 941,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Genes,2 670,9 345,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Nord,35 959,65 120,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Savoye,28 123,94 466,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Mercerie,Suisse,8 643,27 790,,,,2 184 959,
Ben Rabetafika,AN F12 245,1777,97,Merriers,Danemark,6 759,16 897,,,,25 659,
Ben Rabetafika,AN F12 245,1777,97,Merriers,Suede,3 505,8 762,,,,25 659,
Ben Rabetafika,AN F12 245,1777,97,Meubles,Allemagne,,10 041,,,,14 433,
Ben Rabetafika,AN F12 245,1777,97,Meubles,Flandre,,4 392,,,,14 433,
Ben Rabetafika,AN F12 245,1777,97,Meules; …,Espagne,1 400,4 200,,,,100 075,
Ben Rabetafika,AN F12 245,1777,97,Meules; à éguiser,Allemagne,389,9 540,62 650,,,100 075,
Ben Rabetafika,AN F12 245,1777,97,Meules; à éguiser,Angleterre,4 770,53 110,62 650,,,100 075,
Ben Rabetafika,AN F12 245,1777,97,Meules; à fave,Espagne,336,1 680,,,,100 075,
Ben Rabetafika,AN F12 245,1777,97,Meules; à moulin,Espagne,643,25 928,,,,100 075,
Ben Rabetafika,AN F12 245,1777,97,Meules; à callandre,Espagne,2 702,5 617,,,,100 075,
Ben Rabetafika,AN F12 245,1777,97,Mille gans,Espagne,30 000,1 600,,,,11 015,
Ben Rabetafika,AN F12 245,1777,97,Mille gans,Levant,188 300,9 415,,,,11 015,
Ben Rabetafika,AN F12 245,1777,97,Minne; de fer,Espagne,450 000,45 000,,,,222 029,
Ben Rabetafika,AN F12 245,1777,97,"Minne, en plomb",Allemagne,10 500,2 745,177 029,,,222 029,
Ben Rabetafika,AN F12 245,1777,97,"Minne, en plomb",Angleterre,24 100,4 338,177 029,,,222 029,
Ben Rabetafika,AN F12 245,1777,97,"Minne, en plomb",Flandre,791 730,158 346,177 029,,,222 029,
Ben Rabetafika,AN F12 245,1777,97,"Minne, en plomb",Hollande,54 938,11 600,177 029,,,222 029,
Ben Rabetafika,AN F12 245,1777,97,Minium,Flandre,20 994,4 408,,,,6 488,
Ben Rabetafika,AN F12 245,1777,97,Minium,Geneve,10 400,2 080,,,,6 488,
Ben Rabetafika,AN F12 245,1777,99,Mirche,Italie,5 700,2 850,,,,,
Ben Rabetafika,AN F12 245,1777,99,Morues; seche,Danemark,18 340,3 668,3 195 210,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Morues; seche,Hollande,77 944,13 367,3 195 210,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Morues; seche,Italie,22 500,5 500,3 195 210,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Morues; seche,Savoye,54 128,10 825,3 195 210,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Morues; seche,Isles,12 691 600,3 161 850,3 195 210,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Morues; vertes,Flandre,62,4 973,1 152 098,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Morues; vertes,Hollande,212 450,42 490,1 152 098,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Morues; vertes,Isles,1 104 635,1 104 635,1 152 098,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Morues; note alang,Isles,421,11 993,,,,4 359 301,
Ben Rabetafika,AN F12 245,1777,99,Mouchoirs; des indes,Flandre,1 081,25 944,378 000,,,527 885,
Ben Rabetafika,AN F12 245,1777,99,Mouchoirs; des indes,Hollande,14 669,352 056,378 000,,,527 885,
Ben Rabetafika,AN F12 245,1777,99,Mouchoirs; Ronald,Hollande,34 514,34 514,,,,527 885,
Ben Rabetafika,AN F12 245,1777,99,Mouchoirs; en soye,Espagne,12 819,115 371,,,,527 885,
Ben Rabetafika,AN F12 245,1777,99,Moulin; à caffé,Hollande,1 803,3 854,,,,3 854,
Hichem Omri,AN F12 245,1777,101,Mousseline,Indes,83,7 470,,,,,
Hichem Omri,AN F12 245,1777,101,Moutons,Allemagne,47 154,406 257,,,,537 819,
Hichem Omri,AN F12 245,1777,101,Moutons,Flandre,2 163,29 925,,,,537 819,
Hichem Omri,AN F12 245,1777,101,Moutons,Savoye,16 585,101 637,,,,537 819,
Hichem Omri,AN F12 245,1777,101,Mules et mulets,Savoye,982,78 560,,,,,
Hichem Omri,AN F12 245,1777,101,Muscades,Hollande,3 296,29 576,,,,,
Hichem Omri,AN F12 245,1777,101,Nacres de perles,Hollande,2 925,1 462,,,,,
Hichem Omri,AN F12 245,1777,101,Nattes,Espagne,134 278,13 562,,,,22 328,
Hichem Omri,AN F12 245,1777,101,Nattes,Hollande,44 030,8 766,,,,22 328,
Hichem Omri,AN F12 245,1777,101,Neptunes de cuivre,Hollande,4 666,6 999,,,,,
Hichem Omri,AN F12 245,1777,101,Noir;de fumée,Allemagne,31 460,6 292,8 252,,,9 945,
Hichem Omri,AN F12 245,1777,101,Noir; de fumée,Nord,1 600,1 960,8 252,,,9 945,
Hichem Omri,AN F12 245,1777,101,Noir ; d'ivoire,Flandre,1 129,1 693,,,,9 945,
Hichem Omri,AN F12 245,1777,101,Ocre,Flandre,10 910,1 670,,,,4 165,
Hichem Omri,AN F12 245,1777,101,Ocre,Hollande,34 125,2 495,,,,4 165,
Hichem Omri,AN F12 245,1777,101,Oignons de fleurs,Hollande,,1 501,,,,,
Hichem Omri,AN F12 245,1777,101,Olives,Espagne,4 168,2 150,,,,,
Hichem Omri,AN F12 245,1777,101,Or et argent; faux,Allemagne,24 208,121 040,156 290,,,156 290,
Hichem Omri,AN F12 245,1777,101,Or et argent; faux,Flandre,2 350,35 250,156 290,,,156 290,
Hichem Omri,AN F12 245,1777,101,Oreillons --------,Allemagne,10 000,1 000,,,,,
Hichem Omri,AN F12 245,1777,103,Orge; en grains,Hollande,50 770,3 807,35 589,,,40 719,
Hichem Omri,AN F12 245,1777,103,Orge; en grains,Levant,36 000,1 800,35 589,,,40 719,
Hichem Omri,AN F12 245,1777,103,Orge; en grains,Nord,595 770,29 982,35 589,,,40 719,
Hichem Omri,AN F12 245,1777,103,Orge; mondée,Hollande,6 147,1 898,,,,40 719,
Hichem Omri,AN F12 245,1777,103,Orge; perlée,Hollande,4 664,3 232,,,,40 719,
Hichem Omri,AN F12 245,1777,103,Orpiments,Hollande,6 991,5 242,,,,,
Hichem Omri,AN F12 245,1777,103,Ozier,Savoye,14 800,1 480,,,,,
Hichem Omri,AN F12 245,1777,103,Paille,Allemagne,69,2 045,,,,3 405,
Hichem Omri,AN F12 245,1777,103,Paille,Savoye,680,1 360,,,,3 405,
Hichem Omri,AN F12 245,1777,103,Pains; dépices,Angleterre,2 090,1 045,7 087,,,7 087,
Hichem Omri,AN F12 245,1777,103,Pains; dépices,Flandre,6 340,4 755,7 087,,,7 087,
Hichem Omri,AN F12 245,1777,103,Pains; dépices,Hollande,1 760,1 287,7 087,,,7 087,
Hichem Omri,AN F12 245,1777,103,Paniérs; de coudre,Allemagne,6 524,3 962,,,,3 962,
Hichem Omri,AN F12 245,1777,103,Papier ;blanc,Allemagne,11 880,5 238,419 503,,,465 613,
Hichem Omri,AN F12 245,1777,103,Papier ;blanc,Angleterre,70 100,105 150,419 503,,,465 613,
Hichem Omri,AN F12 245,1777,103,Papier ;blanc,Flandre,7 823,4 123,419 503,,,465 613,
Hichem Omri,AN F12 245,1777,103,Papier ;blanc,Hollande,190 814,262 826,419 503,,,465 613,
Hichem Omri,AN F12 245,1777,103,Papier ;blanc,Italie,7 617,38 086,419 503,,,465 613,
Hichem Omri,AN F12 245,1777,103,Papier ;blanc,Genes,13 600,4 080,419 503,,,465 613,
Hichem Omri,AN F12 245,1777,105,Papier; bleu,Hollande,7 278,14 556,,,,465 613,
