Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Deniers,Leur Valeur (sub-total 1),Deniers,Leur Valeur (sub-total 2),deniers,Total,Deniers,Remarks,
Fatima zahra,,1759,70,Huile ; de graine,Flandre,,1 200,,4 399,9,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de graine,Hollande,,2 680,9,4 399,9,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de jasmin,Genes,,4 800,,,,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de laurier,Hollande,,3 962,,,,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de lin,Hollande,,32 051,2,44 923,4,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de lin,Italie,,3 720,,44 923,4,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de lin,Naples,,5 580,,44 923,4,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de lin,Genes,,2 700,,44 923,4,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de lin,Portugal,,872,2,44 923,4,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de museades,Hollande,,12 210,,,,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de navette,Hollande,,8 429,15,,,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; de noix,Savoye,,263,15,,,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; d'olive,Allemagne,,161,,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; d'olive,Espagne,,328 135,15,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,70,Huile ; d'olive,Flandre,,540,,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; d'olive,Hollande,,99 779,,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; d'olive,Italie,,120 201,15,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; d'olive,Naples,,2 831 520,,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; d'olive,Genes,,1 359 122,,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; d'olive,Levant,,109 600,,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; d'olive,Savoye,,773 532,15,5 622 592,5,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de palmes,Hollande,,947,5,,,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de poisson,Danemark,,3 788,1,467 170,8,,,6 232 389,1,le total devrait être,467 179 - 8
Fatima zahra,,1759,71,Huile ; de poisson,Espagne,,42 596,10,467 170,8,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de poisson,Flandre,,59,,467 170,8,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de poisson,Hollande,,416 909,7,467 170,8,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de poisson,Italie,,50,,467 170,8,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de poisson,Genes,,325,,467 170,8,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de poisson,Portugal,,3 331,10,467 170,8,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de poisson,Savoye,,120,,467 170,8,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de saxafrax,Hollande,,34,,,,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; sucein,Hollande,,12,,,,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de senteur,Allemagne,,420,,,,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de terebenthine,Flandre,,105,,5 043,15,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de terebenthine,Hollande,,4 938,15,5 043,15,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de vitriol,Hollande,,21 375,,24 467,,,,6 232 389,1,,
Fatima zahra,,1759,71,Huile ; de vitriol,Savoye,,3 092,,24 467,,,,6 232 389,1,,
Fatima zahra,,1759,71,Huitres,Flandre,,2 555,10,,,,,,,,
Fatima zahra,,1759,71,Jais,Espagne,,396 859,4,,,,,,,,
Fatima zahra,,1759,71,Jalap,Espagne,,91 920,,,,,,109 903,,,
Fatima zahra,,1759,71,Jalap,Hollande,,15 003,,,,,,109 903,,,
Fatima zahra,,1759,71,Jalap,Flandre,,380,,,,,,109 903,,,
Fatima zahra,,1759,71,Jalap,Genes,,2 600,,,,,,109 903,,,
Fatima zahra,,1759,71,Jambons,Allemagne,,2 035,,,,,,6 091,7,,
Fatima zahra,,1759,71,Jambons,Espagne,,2 267,7,,,,,6 091,7,,
Fatima zahra,,1759,71,Jambons,Flandre,,94,10,,,,,6 091,7,,
Fatima zahra,,1759,72,Jambons,Hollande,,1 075,10,,,,,6 091,7,,
Fatima zahra,,1759,72,Jambons,Italie,,105,,,,,,6 091,7,,
Fatima zahra,,1759,72,Jambons,Naples,,250,,,,,,6 091,7,,
Fatima zahra,,1759,72,Jambons,Nord,,64,,,,,,6 091,7,,
Fatima zahra,,1759,72,Jambons,Portugal,,200,,,,,,6 091,7,,
Fatima zahra,,1759,72,Jaspe ouvré,Flandre,,350,8,,,,,,,,
Fatima zahra,,1759,72,Jaune des Naples,Italie,,1 875,,,,,,3 900,,,
Fatima zahra,,1759,72,Jaune des Naples,Naples,,2 025,,,,,,3 900,,,
Fatima zahra,,1759,72,Jets ; de cannes,Hollande,,80,,80,,,,,,,
Fatima zahra,,1759,72,Images ,Allemagne,,40,,,,,,5 087,10,,
Fatima zahra,,1759,72,Images ,Flandre,,4 347,10,,,,,5 087,10,,
Fatima zahra,,1759,72,Images ,Savoye,,700,,,,,,5 087,10,,
Fatima zahra,,1759,72,Indes ; fine,Hollande,,4 630,,,,,,8 580,,,
Fatima zahra,,1759,72,Indes ; platte,Hollande,,3 950,,,,,,8 580,,,
Fatima zahra,,1759,72,Indienne,Levant,,19 644,,,,,,,,,
Fatima zahra,,1759,72,Indigo,Allemagne,,1 518,,,,,,6 147 595,8,,
Fatima zahra,,1759,72,Indigo,Espagne,,959 700,12,,,,,6 147 595,8,,
Fatima zahra,,1759,72,Indigo,Flandre,,5 424,,,,,,6 147 595,8,,
Fatima zahra,,1759,72,Indigo,Hollande,,117 996,,,,,,6 147 595,8,,
Fatima zahra,,1759,73,Indigo,Isles,,5 052 812,16,,,,,6 147 595,8,,
Fatima zahra,,1759,73,Indigo,Genes,,9 520,,,,,,6 147 595,8,,
Fatima zahra,,1759,73,Indigo,Portugal,,624,,,,,,6 147 595,8,,
Fatima zahra,,1759,73,Instrum. ; de musique,Allemagne,,36 407,15,37 652,15,,,37 652,15,,
Fatima zahra,,1759,73,Instrum. ; de musique,Espagne,,80,,37 652,15,,,37 652,15,,
Fatima zahra,,1759,73,Instrum. ; de musique,Flandre,,80,,37 652,15,,,37 652,15,,
Fatima zahra,,1759,73,Instrum. ; de musique,Geneve,,625,,37 652,15,,,37 652,15,,
Fatima zahra,,1759,73,Instrum. ; de musique,Hollande,,400,,37 652,15,,,37 652,15,,
Fatima zahra,,1759,73,Instrum. ; de musique,Naples,,60,,37 652,15,,,37 652,15,,
Fatima zahra,,1759,73,Jongs,Flandre,,5 809,10,,,,,7 059,10,,
Fatima zahra,,1759,73,Jongs,Hollande,,900,,,,,,7 059,10,,
Fatima zahra,,1759,73,Jongs,Genes,,150,,,,,,7 059,10,,
Fatima zahra,,1759,73,Jongs,Savoye,,200,,,,,,7 059,10,,
Fatima zahra,,1759,73,Ipecacuanna,Hollande,,43,,,,,,,,,
Fatima zahra,,1759,73,Irix,Hollande,,1 046,5,,,,,16 323,5,,
Fatima zahra,,1759,73,Irix,Italie,,12 969,,,,,,16 323,5,,
Fatima zahra,,1759,73,Irix,Genes,,1 160,,,,,,16 323,5,,
Fatima zahra,,1759,73,Irix,Savoye,,1 148,,,,,,16 323,5,,
Fatima zahra,,1759,73,Jus ; de citron,Espagne,,368,,20 039,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de citron,Hollande,,231,5,20 039,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de citron,Italie,,7 950,,20 039,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de citron,Naples,,7 500,,20 039,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de citron,Genes,,3 990,,20 039,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de reglisse,Espagne,,87,,59 799,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de reglisse,Flandre,,110,,59 799,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de reglisse,Hollande,,4 229,5,59 799,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de reglisse,Italie,,32 917,,59 799,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de reglisse,Genes,,19 544,,59 799,5,,,79 838,10,,
Fatima zahra,,1759,73,Jus ; de reglisse,Savoye,,2 912,,59 799,5,,,79 838,10,,
Fatima zahra,,1759,73,Lacmoes,Flandre,,757,10,,,,,,,,
Fatima zahra,,1759,73,Lacque platte,Hollande,,40,,,,,,1 720,,,
Fatima zahra,,1759,73,Lacque platte,Savoye,,1 680,,,,,,1 720,,,
Fatima zahra,,1759,74,Laine ; d'agnelin,Nord,,4 287,10,,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; d'Allemagne,Danemark,,750,,146 124,10,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; d'Allemagne,Hollande,,22 482,,146 124,10,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; d'Allemagne,Nord,,122 892,10,146 124,10,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; d'Alpaca,Espagne,,58 400,,,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; Bruttes,Angleterre,,12 980,,13 497,10,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; Bruttes,Espagne,,517,10,13 497,10,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de farmenie,Flandre,,14 140,,48 510,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de farmenie,Hollande,,34 370,,48 510,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de chevron,Italie,,11 202,,258 999,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de chevron,Genes,,4 800,,258 999,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de chevron,Levant,,242 997,,258 999,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; commune,Allemagne,,65,,60 469,10,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; commune,Flandre,,21 332,,60 469,10,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; commune,Hollande,,39 072,10,60 469,10,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; d'Espagne,Espagne,,9 518 292,10,9 557 220,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; d'Espagne,Flandre,,7 340,,9 557 220,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; d'Espagne,Hollande,,31 587,10,9 557 220,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; filée,Allemagne,,180,,1 826,14,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; filée,Angleterre,,1 646,14,1 826,14,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; grosse,Espagne,,10 000,,,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; lavée,Flandre,,2 673,,877 998,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; lavée,Italie,,597 476,,877 998,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; lavée,Genes,,15 939,,877 998,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; lavée,Levant,,259 270,,877 998,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; lavée,Savoye,,2 640,,877 998,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; peignée,Allemagne,,945,,173 806,4,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; peignée,Angleterre,,27 721,10,173 806,4,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; peignée,Espagne,,144 650,19,173 806,4,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; peignée,Flandre,,488,15,173 806,4,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; pelade,Savoye,,2 116,,,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de Portugal,Portugal,,36 600,,,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de Segovie,Espagne,,49 552,,,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de suin,Espagne,,89 000,,98 800,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de suin,Nord,,9 800,,98 800,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; serge,Espagne,,80 725,,1 757 505,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; serge,Italie,,67 656,,1 757 505,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; serge,Naples,,6 800,,1 757 505,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; serge,Genes,,18 756,,1 757 505,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; serge,Levant,,1 505 798,,1 757 505,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; serge,Savoye,,77 770,,1 757 505,,,,13 264 990,18,,
Fatima zahra,,1759,74,Laine ; de Pologne,Nord,,37 020,,,,,,13 264 990,18,,
Fatima zahra,,1759,75,Laine ; teinte,Savoye,,60,,,,,,13 264 990,18,,
Fatima zahra,,1759,75,Laine ; en toison,Espagne,,150,,,,,,13 264 990,18,,
Fatima zahra,,1759,75,Laine ; de vigogne,Espagne,,72 049,,,,,,13 264 990,18,,
Fatima zahra,,1759,75,Lames ; d'epée,Allemagne,,208,,472,,,,836,10,,
Fatima zahra,,1759,75,Lames ; d'epée,Flandre,,264,,472,,,,836,10,,
Fatima zahra,,1759,75,Lames ; de sabres,Flandre,,364,10,,,,,836,10,,
Fatima zahra,,1759,75,Langues ; de morue,Hollande,,1 553,1,,,,,3 114,9,,
Fatima zahra,,1759,75,Langues ; salées,Allemagne,,9,2,1 561,8,,,3 114,9,,
Fatima zahra,,1759,75,Langues ; salées,Espagne,,1 010,2,1 561,8,,,3 114,9,,
Fatima zahra,,1759,75,Langues ; salées,Geneve,,40,,1 561,8,,,3 114,9,,
Fatima zahra,,1759,75,Langues ; salées,Hollande,,36,,1 561,8,,,3 114,9,,
Fatima zahra,,1759,75,Langues ; salées,Levant,,32,,1 561,8,,,3 114,9,,
Fatima zahra,,1759,75,Langues ; salées,Nord,,22,4,1 561,8,,,3 114,9,,
Fatima zahra,,1759,75,Langues ; salées,Suisse,,412,,1 561,8,,,3 114,9,,
Fatima zahra,,1759,75,Lanternes,Flandre,,165,,,,,,,,,
Fatima zahra,,1759,75,Lard,Allemagne,,15,4,,,,,11 080,9,,
Fatima zahra,,1759,75,Lard,Espagne,,8 185,5,,,,,11 080,9,,
Fatima zahra,,1759,75,Lard,Hollande,,250,,,,,,11 080,9,,
Fatima zahra,,1759,75,Lard,Genes,,420,,,,,,11 080,9,,
Fatima zahra,,1759,75,Lard,Savoye,,2 210,,,,,,11 080,9,,
Fatima zahra,,1759,75,Lassets ; de fil,Savoye,,187,10,,,,,571,10,,
Fatima zahra,,1759,75,Lassets ; de filozelle,Savoye,,384,,,,,,571,10,,
Fatima zahra,,1759,76,Lattes ,Allemagne,,3 573,,,,,,6 475,10,,
Fatima zahra,,1759,76,Lattes ,Espagne,,2 902,10,,,,,6 475,10,,
Fatima zahra,,1759,76,Legumes,Espagne,,1 701,,,,,,65 647,,,
Fatima zahra,,1759,76,Legumes,Hollande,,2 250,,,,,,65 647,,,
Fatima zahra,,1759,76,Legumes,Italie,,630,,,,,,65 647,,,
Fatima zahra,,1759,76,Legumes,Naples,,38 835,,,,,,65 647,,,
Fatima zahra,,1759,76,Legumes,Genes,,4 060,,,,,,65 647,,,
Fatima zahra,,1759,76,Legumes,Levant,,1 320,,,,,,65 647,,,
Fatima zahra,,1759,76,Legumes,Savoye,,16 851,,,,,,65 647,,,
Fatima zahra,,1759,76,Léton ; en feuilles,Allemagne,,2 344,19,5 713,7,,,13 116,2,,
Fatima zahra,,1759,76,Léton ; en feuilles,Hollande,,9,,5 713,7,,,13 116,2,,
Fatima zahra,,1759,76,Léton ; en feuilles,Italie,,1 200,,5 713,7,,,13 116,2,,
Fatima zahra,,1759,76,Léton ; en feuilles,Nord,,1 136,8,5 713,7,,,13 116,2,,
Fatima zahra,,1759,76,Léton ; en feuilles,Savoye,,130,10,5 713,7,,,13 116,2,,
Fatima zahra,,1759,76,Léton ; en feuilles,Suisse,,892,10,5 713,7,,,13 116,2,,
Fatima zahra,,1759,76,Léton ; gratté,Allemagne,,5 406,15,,,,,13 116,2,,
Fatima zahra,,1759,76,Léton ; ouvré,Espagne,,9,,1 996,,,,13 116,2,,
Fatima zahra,,1759,76,Léton ; ouvré,Geneve,,1 987,,1 996,,,,13 116,2,,
Fatima zahra,,1759,76,Librairie,Espagne,,12 850,,,,,,304 641,,,
Fatima zahra,,1759,76,Librairie,Geneve,,128 781,,,,,,304 641,,,
Fatima zahra,,1759,76,Librairie,Hollande,,71 370,,,,,,304 641,,,
Fatima zahra,,1759,76,Librairie,Italie,,12 760,,,,,,304 641,,,
Fatima zahra,,1759,76,Librairie,Naples,,13 380,,,,,,304 641,,,
Fatima zahra,,1759,76,Librairie,Genes,,15 500,,,,,,304 641,,,
Fatima zahra,,1759,76,Librairie,Savoye,,49 500,,,,,,304 641,,,
Fatima zahra,,1759,76,Librairie,Suisse,,500,,,,,,304 641,,,
Fatima zahra,,1759,76,Liege,Espagne,,12,10,,,,,45 294,6,,
Fatima zahra,,1759,76,Liege,Flandre,,45 277,12,,,,,45 294,6,,
Fatima zahra,,1759,76,Liege,Hollande,,4,4,,,,,45 294,6,,
Fatima zahra,,1759,77,Limes ,Flandre,,100,,,,,,28 820,,,
Fatima zahra,,1759,77,Limes ,Geneve,,214,10,,,,,28 820,,,
Fatima zahra,,1759,77,Limes ,Hollande,,26 717,1,,,,,28 820,,,
Fatima zahra,,1759,77,Limes ,Nord,,1 603,2,,,,,28 820,,,
Fatima zahra,,1759,77,Limes ,Savoye,,86,5,,,,,28 820,,,
Fatima zahra,,1759,77,Limes ,Suisse,,100,,,,,,28 820,,,
Fatima zahra,,1759,77,Lin ; cru,Allemagne,,3,12,34 431,16,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; cru,Espagne,,4 677,,34 431,16,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; cru,Hollande,,10 379,4,34 431,16,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; cru,Italie,,690,,34 431,16,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; cru,Genes,,15 666,,34 431,16,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; cru,Levant,,2 724,,34 431,16,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; cru,Savoye,,292,,34 431,16,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; en gerbes,Flandre,,1 632,,,,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; peigné,Allemagne,,665,5,33 543,3,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; peigné,Espagne,,1 560,,33 543,3,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; peigné,Flandre,,5 558,8,33 543,3,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; peigné,Hollande,,25 759,10,33 543,3,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; en masse,Hollande,,3 565,2,,,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; en pelottes,Flandre,,122 625,,,,,,199 747,9,,
Fatima zahra,,1759,77,Lin ; en rames,Hollande,,3 950,8,,,,,199 747,9,,
Fatima zahra,,1759,77,Linge vieux,Allemagne,,708,,,,,,11 139,,,
Fatima zahra,,1759,77,Linge vieux,Flandre,,10 431,,,,,,11 139,,,
Fatima zahra,,1759,77,Lingerie,Allemagne,,1 707,6,,,,,,,,
Fatima zahra,,1759,77,Liqueurs,Allemagne,,10 173,5,,,,,33 857,15,,
Fatima zahra,,1759,77,Liqueurs,Espagne,,750,,,,,,33 857,15,,
Fatima zahra,,1759,77,Liqueurs,Flandre,,110,,,,,,33 857,15,,
Fatima zahra,,1759,77,Liqueurs,Geneve,,127,,,,,,33 857,15,,
Fatima zahra,,1759,77,Liqueurs,Isles,,609,,,,,,33 857,15,,
Fatima zahra,,1759,77,Liqueurs,Italie,,7 575,,,,,,33 857,15,,
Fatima zahra,,1759,77,Liqueurs,Genes,,3 825,,,,,,33 857,15,,
Fatima zahra,,1759,77,Liqueurs,Savoye,,10 675,,,,,,33 857,15,,
Fatima zahra,,1759,77,Liqueurs,Suisse,,13,10,,,,,33 857,15,,
Fatima zahra,,1759,78,Litarge,Hollande,,18 362,17,,,,,18 631,12,,
Fatima zahra,,1759,78,Litarge,Nord,,268,15,,,,,18 631,12,,
Fatima zahra,,1759,78,Livres en blanc,Flandre,,3 545,2,,,,,,,,
Fatima zahra,,1759,78,Lizieres de drap,Allemagne,,112,10,,,,,,,,
Fatima zahra,,1759,78,Lunettes,Allemagne,,14,,,,,,834,,,
Fatima zahra,,1759,78,Lunettes,Espagne,,220,,,,,,834,,,
Fatima zahra,,1759,78,Lunettes,Savoye,,600,,,,,,834,,,
Fatima zahra,,1759,78,Lustres,Espagne,,1 000,,,,,,31 150,,,
Fatima zahra,,1759,78,Lustres,Italie,,10 350,,,,,,31 150,,,
Fatima zahra,,1759,78,Lustres,Naples,,2 400,,,,,,31 150,,,
Fatima zahra,,1759,78,Lustres,Genes,,17 400,,,,,,31 150,,,
Fatima zahra,,1759,78,Luth,Espagne,,24,,,,,,,,,
Fatima zahra,,1759,78,Macix,Hollande,,4 726,10,,,,,,,,
Fatima zahra,,1759,78,Maganaise,Hollande,,527,,,,,,,,,
Fatima zahra,,1759,78,Manches de mail,Savoye,,1 600,,,,,,,,,
Fatima zahra,,1759,78,Manchons,Allemagne,,121,,,,,,2 332,,,
Fatima zahra,,1759,78,Manchons,Espagne,,40,,,,,,2 332,,,
Fatima zahra,,1759,78,Manchons,Flandre,,2 171,,,,,,2 332,,,
Fatima zahra,,1759,79,Mane,Hollande,,13,10,,,,,385 849,10,,
Fatima zahra,,1759,79,Mane,Italie,,90 869,,,,,,385 849,10,,
Fatima zahra,,1759,79,Mane,Naples,,81 900,,,,,,385 849,10,,
Fatima zahra,,1759,79,Mane,Genes,,54 590,,,,,,385 849,10,,
Fatima zahra,,1759,79,Mane,Savoye,,158 477,,,,,,385 849,10,,
Fatima zahra,,1759,79,Maniquette,Hollande,,22,10,,,,,,,,
Fatima zahra,,1759,79,Maquet,Savoye,,1 191,,,,,,,,,
Fatima zahra,,1759,79,Maquereaux,Danemark,,71 476,5,,,,,81 701,5,,
Fatima zahra,,1759,79,Maquereaux,Hollande,,10 225,,,,,,81 701,5,,
Fatima zahra,,1759,79,Marbre ; brut,Espagne,,8 400,,13 842,,,,20 737,,,
Fatima zahra,,1759,79,Marbre ; brut,Flandre,,572,,13 842,,,,20 737,,,
Fatima zahra,,1759,79,Marbre ; brut,Italie,,2 660,,13 842,,,,20 737,,,
Fatima zahra,,1759,79,Marbre ; brut,Naples,,540,,13 842,,,,20 737,,,
Fatima zahra,,1759,79,Marbre ; brut,Genes,,1 670,,13 842,,,,20 737,,,
Fatima zahra,,1759,79,Marbre ; ouvré,Allemagne,,1 098,,6 895,,,,20 737,,,
Fatima zahra,,1759,79,Marbre ; ouvré,Flandre,,2 715,,6 895,,,,20 737,,,
Fatima zahra,,1759,79,Marbre ; ouvré,Geneve,,2 724,,6 895,,,,20 737,,,
Fatima zahra,,1759,79,Marbre ; ouvré,Hollande,,358,,6 895,,,,20 737,,,
Fatima zahra,,1759,79,Marchand. Meslées,Allemagne,,81 440,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Angleterre,,455,19,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Danemark,,830,10,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Espagne,,8 050,10,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Flandre,,19 840,6,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Geneve,,5 038,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Hollande,,13 510,17,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Isles,,170,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Italie,,398,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Genes,,153,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Levant,,72,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Nord,,18,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Portugal,,3,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Russie,,126,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Savoye,,144,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Suede,,120,,,,,,130 470,2,,
Fatima zahra,,1759,79,Marchand. Meslées,Suisse,,100,,,,,,130 470,2,,
Fatima zahra,,1759,79,Maregne,Espagne,,650,,,,,,,,,
Fatima zahra,,1759,80,Masques,Italie,,360,,,,,,660,,,
Fatima zahra,,1759,80,Masques,Genes,,300,,,,,,660,,,
Fatima zahra,,1759,80,Massicol,Hollande,,190,,,,,,,,,
Fatima zahra,,1759,80,Mastic,Levant,,14 520,,,,,,,,,
Fatima zahra,,1759,80,Mats ; divers,Hollande,,35 300,,54 900,,,,60 952,,,
Fatima zahra,,1759,80,Mats ; divers,Russie,,19 600,,54 900,,,,60 952,,,
Fatima zahra,,1759,80,Mats ; petits,Danemark,,195,,5 652,,,,60 952,,,
Fatima zahra,,1759,80,Mats ; petits,Hollande,,5 457,,5 652,,,,60 952,,,
Fatima zahra,,1759,80,Mats ; matures,Danemark,,400,,,,,,60 952,,,
Fatima zahra,,1759,80,Matelas,Allemagne,,75,,,,,,147,,,
Fatima zahra,,1759,80,Matelas,Savoye,,72,,,,,,147,,,
Fatima zahra,,1759,80,Maugrebine,Levant,,240,,,,,,,,,
Fatima zahra,,1759,80,Meches,Flandre,,3 370,10,,,,,3 605,4,le total devrait être,3605 - 14
Fatima zahra,,1759,80,Meches,Hollande,,157,4,,,,,3 605,4,,
Fatima zahra,,1759,80,Meches,Genes,,78,,,,,,3 605,4,,
Fatima zahra,,1759,80,Medicaments,Hollande,,84,,,,,,,,,
Fatima zahra,,1759,80,Mercerie,Allemagne,,1 349 276,,,,,,2 210 730,10,,
Fatima zahra,,1759,80,Mercerie,Espagne,,243 895,15,,,,,2 210 730,10,,
Fatima zahra,,1759,80,Mercerie,Flandre,,284 333,,,,,,2 210 730,10,,
Fatima zahra,,1759,80,Mercerie,Geneve,,2 798,5,,,,,2 210 730,10,,
Fatima zahra,,1759,80,Mercerie,Hollande,,194 094,,,,,,2 210 730,10,,
Fatima zahra,,1759,80,Mercerie,Italie,,17 625,,,,,,2 210 730,10,,
Fatima zahra,,1759,80,Mercerie,Naples,,2 800,,,,,,2 210 730,10,,
Fatima zahra,,1759,80,Mercerie,Genes,,48 110,,,,,,2 210 730,10,,
Fatima zahra,,1759,80,Mercerie,Nord,,37 504,,,,,,2 210 730,10,,
